,o3,o3_pro,o3_images,gpt5,opus,sonnet,gemini_2.0_flash,gemini_2.0_flash_images,gemini_2.5_pro,gemini_3.0_pro,deepseek_r1,qwen_3,qwen_3_vl,gpt_oss_120b,chatgpt-4o,gpt4.1,gpt4.1_images,o4mini_high
13,4.833333333333334,4.833333333333334,4.833333333333334,4.833333333333334,2.0,1.9166666666666665,1.55,2.1,1.5,4.833333333333334,1.0,1.1,1.5833333333333335,4.833333333333334,1.0,1.9166666666666665,1.3333333333333335,4.833333333333334
14,4.083333333333333,2.2,4.083333333333333,4.083333333333333,4.083333333333333,1.1,4.083333333333333,1.0,4.083333333333333,4.083333333333333,1.85,4.083333333333333,3.85,1.5,4.083333333333333,4.083333333333333,3.05,4.083333333333333
15,4.25,4.25,4.25,4.25,4.25,4.25,4.25,1.0714285714285714,4.25,4.25,1.1,1.625,4.2,3.75,4.25,4.25,4.25,4.25
16,4.916666666666666,1.7,1.6666666666666665,1.6666666666666665,1.0833333333333335,1.0,1.0,1.0,2.1666666666666665,4.9,1.4,1.125,2.4,1.25,1.0833333333333335,1.0833333333333335,1.9166666666666665,2.4
17,1.5833333333333333,4.75,2.0,3.4,1.75,1.25,2.9166666666666665,2.0,2.333333333333333,4.916666666666666,1.1,1.5833333333333333,1.1666666666666665,1.45,2.9166666666666665,1.1666666666666665,1.1666666666666665,3.4
18,1.7857142857142856,4.75,1.5,4.0,4.0,1.5,1.0833333333333335,1.6666666666666665,2.0,4.0,1.0,1.0833333333333335,1.75,1.0833333333333335,1.6666666666666665,1.85,1.3333333333333335,4.0
19,1.0,1.0,1.0,1.4166666666666665,1.2,1.0,1.1428571428571428,1.5,1.0,1.35,1.35,1.0,1.1,2.75,1.1428571428571428,1.0,2.4642857142857144,1.25
20,2.75,2.75,1.3333333333333335,2.75,1.7,1.2,1.25,4.25,1.8333333333333335,2.75,1.2,1.3,1.35,1.25,1.3333333333333335,1.3333333333333335,2.0833333333333335,1.7
21,2.0,2.583333333333333,1.5,1.0,1.55,1.25,1.25,1.0833333333333335,2.583333333333333,2.583333333333333,1.0,1.1,1.0,1.3,1.0,1.1666666666666665,1.0,1.25
22,1.5833333333333333,2.25,1.5,1.5,1.0,1.75,1.0,1.35,1.75,2.6666666666666665,1.2,1.95,1.0,1.4166666666666665,3.375,1.0,1.25,1.0
23,1.25,3.0357142857142856,3.0357142857142856,3.0357142857142856,3.0357142857142856,1.1666666666666665,1.3333333333333335,1.0714285714285714,3.0357142857142856,4.75,1.0,1.7,4.75,1.1,1.4166666666666665,1.1666666666666665,1.4166666666666665,3.0357142857142856
24,4.285714285714286,4.285714285714286,4.285714285714286,1.95,2.416666666666667,1.7,2.333333333333333,1.0,1.5,4.285714285714286,2.3,2.3,1.75,1.0,1.5833333333333335,1.5833333333333335,2.5,2.416666666666667
25,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,3.0,1.1,1.4166666666666665,3.666666666666667,1.25,4.142857142857142,1.0,1.1,1.0,1.45,2.4,1.4642857142857144,1.4166666666666665,4.142857142857142
26,4.666666666666666,3.625,3.0,4.916666666666666,1.1,1.3333333333333335,2.0833333333333335,1.6666666666666665,1.0,4.666666666666666,2.25,1.95,1.5,2.1,2.1,2.1,2.0833333333333335,3.625
27,1.3333333333333335,4.4,2.15,2.125,2.416666666666667,1.2,1.0,1.1666666666666665,1.3333333333333335,3.25,2.45,1.125,2.0,4.333333333333333,1.0833333333333335,1.0833333333333335,1.1666666666666665,3.8
28,4.25,2.75,2.75,3.0,4.25,1.9,4.25,4.0,4.25,4.333333333333333,1.625,1.55,4.25,1.8,4.25,4.25,4.25,4.333333333333333
29,1.25,2.666666666666667,1.2,1.0,1.0,1.0,1.0833333333333335,1.0833333333333335,1.5714285714285714,1.75,1.3,1.0,1.0,1.8,1.3333333333333335,1.0,1.3333333333333335,1.0833333333333335
30,1.1428571428571428,1.0,2.1,1.75,1.25,1.25,1.25,4.6,1.0833333333333335,1.0,1.1,2.85,1.0,1.0,1.5,1.3333333333333335,1.5,1.9166666666666667
31,2.9642857142857144,2.9642857142857144,2.9642857142857144,2.9642857142857144,2.9642857142857144,2.9642857142857144,3.166666666666667,2.5,1.6428571428571428,2.9642857142857144,1.45,1.0,3.166666666666667,1.75,2.9642857142857144,1.6666666666666665,1.6666666666666665,2.9642857142857144
32,3.8,5.0,5.0,5.0,1.6666666666666665,1.25,1.0,1.5714285714285714,4.833333333333334,4.333333333333334,2.0,2.15,2.0,1.0,1.45,1.9642857142857144,1.35,1.5833333333333335
33,1.0833333333333335,4.125,1.25,4.125,1.4642857142857144,1.75,2.0,1.0,2.0,2.1,1.3,1.2,1.5,1.5,1.3333333333333335,1.25,1.25,4.125
34,1.75,1.75,2.821428571428571,2.821428571428571,4.0,4.0,4.0,1.1,1.6666666666666665,4.5,1.1666666666666665,1.4166666666666665,1.3333333333333335,2.25,1.2,4.0,1.6666666666666667,1.75
35,1.9,1.9,1.9,1.9,1.95,1.3333333333333335,2.6666666666666665,4.5,1.45,3.25,3.0,2.2,3.166666666666667,3.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.0833333333333335
36,2.416666666666667,3.6,3.0,2.375,1.4,3.166666666666667,1.4166666666666665,3.7,2.6666666666666665,2.416666666666667,2.1,1.1,1.4,1.4166666666666665,2.5,2.416666666666667,2.416666666666667,3.25
37,1.0,3.75,1.0,1.6666666666666665,1.4166666666666665,1.4166666666666665,1.5,1.1666666666666665,1.4166666666666665,1.4166666666666665,1.0,1.625,1.9,3.55,1.7,1.0,1.3333333333333335,1.4166666666666665
38,2.2,2.3333333333333335,4.0,1.9166666666666665,4.0,1.1666666666666665,1.5,,1.4166666666666665,4.0,1.1,1.2,1.25,1.3333333333333335,1.1666666666666665,4.0,1.0,4.166666666666667
39,2.2,2.125,1.3333333333333335,2.125,1.4166666666666665,1.1666666666666665,1.5,,1.4166666666666665,1.3333333333333335,1.1666666666666665,1.0,1.35,2.3,1.4166666666666665,1.625,1.3333333333333335,2.2
40,4.571428571428571,4.571428571428571,1.5,4.333333333333333,1.7,1.8,1.0833333333333335,,1.0833333333333335,4.571428571428571,1.9,1.0,1.3,1.5833333333333335,1.0,1.0833333333333335,1.0833333333333335,1.0833333333333335
41,5.0,5.0,5.0,1.0,3.6,1.0833333333333335,1.9166666666666667,,1.0833333333333335,5.0,1.3,1.3,1.3,1.0,1.1666666666666665,1.1666666666666665,1.0,1.0
42,1.9166666666666667,1.9166666666666667,4.5,4.833333333333334,4.833333333333334,4.833333333333334,4.5,,3.0,4.833333333333334,1.4166666666666665,1.6,1.2,1.0,1.0,1.25,1.9166666666666667,1.25
43,1.9166666666666667,1.6,1.0,1.9166666666666667,2.4,1.1,1.25,,2.916666666666667,2.916666666666667,1.1,1.0,1.3,1.1,1.1666666666666665,1.2,1.3333333333333335,1.9166666666666667
44,1.0,1.0833333333333335,1.0833333333333335,1.6,1.0833333333333335,1.0833333333333335,1.5,,1.4166666666666665,2.083333333333333,1.125,1.2,1.3333333333333335,1.0,1.1,1.0833333333333335,1.0833333333333335,2.0
45,1.25,1.0,1.25,4.833333333333334,1.125,1.0,1.35,,1.0,1.7,1.0,1.0,1.0,1.1,1.0,1.0,1.25,4.833333333333334
46,1.25,1.0833333333333335,1.0,1.1,1.75,1.25,1.25,,1.25,1.55,1.1666666666666665,1.0,1.1,5.0,1.0,1.3333333333333335,1.1666666666666665,1.1666666666666665
47,1.0,1.1666666666666665,1.1666666666666665,1.8333333333333333,1.1666666666666665,1.0,1.1666666666666665,,1.0,1.45,5.0,1.375,5.0,1.0,1.0,1.1666666666666665,1.0,1.1666666666666665
48,1.75,1.75,5.0,2.5,1.45,1.45,1.0833333333333335,,1.3333333333333335,5.0,1.1,1.1,1.2,1.0,1.85,1.6,1.25,4.875
49,4.666666666666666,4.666666666666666,4.666666666666666,4.666666666666666,2.5,2.25,2.05,,2.5,4.666666666666666,2.6666666666666665,1.1,1.1,1.45,1.1,4.666666666666666,1.0,1.0
50,1.0833333333333335,4.916666666666666,1.0833333333333335,4.916666666666666,4.916666666666666,4.916666666666666,1.0,,4.916666666666666,4.916666666666666,1.0,1.1,1.5833333333333335,1.7,1.0,1.0,1.25,4.916666666666666
51,4.75,4.75,1.0,1.1,1.5,1.5,1.25,,2.583333333333333,4.333333333333333,4.8,1.1,1.1666666666666665,1.3333333333333335,1.0833333333333335,1.25,1.0,2.0833333333333335
52,4.8,4.8,5.0,4.8,5.0,1.9166666666666665,1.0833333333333335,,1.9166666666666665,5.0,4.916666666666666,1.125,1.0,1.1,3.0,2.2,1.5833333333333333,5.0
53,4.916666666666666,4.916666666666666,1.5,3.416666666666667,4.916666666666666,2.4,1.0833333333333335,,1.0,4.916666666666666,1.5,3.5,1.6,1.35,1.5833333333333333,1.0833333333333335,3.583333333333333,1.0
54,1.5833333333333335,3.5,3.5,2.583333333333333,4.666666666666666,2.583333333333333,1.3333333333333335,,2.583333333333333,3.5,4.6,1.1,1.35,1.5,3.583333333333333,1.3333333333333335,1.75,1.3333333333333335
55,4.6,4.6,1.75,4.6,1.35,1.35,1.25,,1.0,4.6,1.0,1.0833333333333335,1.5,1.9166666666666665,1.75,1.75,1.25,2.9
56,1.4166666666666665,1.125,1.0,4.833333333333334,4.833333333333334,1.0,1.0,,1.0833333333333335,4.833333333333334,4.416666666666667,1.0,1.25,1.45,1.3333333333333335,1.0,1.0833333333333335,4.833333333333334
57,4.416666666666667,3.7,4.416666666666667,4.416666666666667,4.416666666666667,1.6428571428571428,1.5833333333333335,,4.416666666666667,4.416666666666667,1.4166666666666665,1.75,1.95,,4.416666666666667,1.6428571428571428,2.1666666666666665,3.7
58,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,3.0,,1.9166666666666665,4.916666666666666,2.0,1.3,1.65,,2.083333333333333,1.4642857142857144,5.0,4.916666666666666
59,3.333333333333333,3.5,3.333333333333333,3.9,4.0,1.1666666666666665,4.583333333333334,,4.0,3.9,,,,,1.85,2.1666666666666665,1.35,3.9
60,5.0,5.0,5.0,5.0,,5.0,1.35,,,5.0,,,,,5.0,5.0,1.4166666666666665,5.0
61,4.75,4.75,4.75,4.75,,4.75,1.25,,,4.75,,,,,4.75,4.75,3.1666666666666665,4.75
62,3.5,3.416666666666667,3.5,3.916666666666667,,1.0,1.3333333333333335,,,1.9166666666666665,,,,,1.3333333333333335,1.0,1.75,1.1666666666666665
63,3.75,3.0,3.2,1.45,,3.75,1.3333333333333335,,,1.0,,,,,1.0,1.0,4.083333333333333,1.3333333333333335
64,2.9,3.833333333333333,3.6,3.4,,3.6,2.0,,,3.416666666666667,,,,,1.25,1.25,2.583333333333333,1.25
65,4.083333333333333,3.916666666666667,3.0,1.0,,1.0,1.0,,,4.166666666666667,,,,,2.25,4.166666666666667,4.166666666666667,3.0
66,4.416666666666666,3.75,3.125,3.75,,4.416666666666666,1.25,,,3.75,,,,,1.0,4.083333333333333,3.25,3.125
67,4.166666666666667,4.166666666666667,4.166666666666667,4.166666666666667,,1.35,1.0,,,4.166666666666667,,,,,4.166666666666667,4.166666666666667,2.25,4.166666666666667
68,4.1,4.1,4.1,4.1,,1.25,2.3333333333333335,,,4.1,,,,,4.1,4.1,2.4166666666666665,1.6
69,4.666666666666666,4.833333333333334,2.4,4.666666666666666,,4.833333333333334,2.5,,,4.833333333333334,,,,,4.666666666666666,1.2,3.4166666666666665,4.833333333333334
70,4.75,4.75,2.4166666666666665,4.75,,4.75,1.0,,,4.75,,,,,4.75,1.3,1.0,4.75
71,4.916666666666666,4.916666666666666,1.55,3.5,,1.0,1.35,,,4.916666666666666,,,,,1.25,3.5,1.0,3.55
72,5.0,4.833333333333334,1.0,5.0,,2.1,1.25,,,5.0,,,,,1.5714285714285714,1.35,1.0714285714285714,1.25
73,4.833333333333334,4.833333333333334,4.833333333333334,4.833333333333334,,1.0,4.083333333333333,,,4.833333333333334,,,,,1.0,1.25,4.25,4.833333333333334
74,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,,4.083333333333333,4.25,,,4.083333333333333,,,,,2.333333333333333,1.0833333333333335,1.45,4.083333333333333
75,4.25,2.25,4.25,4.25,,4.25,4.9,,,4.25,,,,,4.25,1.0,1.0833333333333335,4.25
76,4.916666666666666,4.916666666666666,1.6666666666666665,4.9,,1.1,4.916666666666666,,,4.9,,,,,1.1,1.6666666666666665,1.35,4.9
77,4.75,4.75,1.1666666666666665,4.916666666666666,,1.125,1.375,,,4.916666666666666,,,,,1.5833333333333333,1.25,1.0,1.25
78,4.0,4.75,1.5,4.75,,1.3,1.1,,,4.0,,,,,1.3333333333333335,1.0,1.3333333333333335,1.5833333333333335
79,1.2,1.1,1.35,1.0,,1.0,1.5,,,1.25,,,,,1.0,1.0,1.25,1.4166666666666665
80,3.5,3.5,1.85,4.25,,2.0,2.0833333333333335,,,2.75,,,,,1.3333333333333335,1.5,3.25,1.5
81,1.25,3.1666666666666665,2.3,3.1666666666666665,,2.05,1.0,,,3.9,,,,,1.25,1.3333333333333335,2.833333333333333,1.0833333333333335
82,1.95,1.5833333333333333,1.5,1.75,,1.0,1.75,,,2.6666666666666665,,,,,1.8333333333333333,1.1428571428571428,1.4166666666666665,4.75
83,4.75,4.75,4.75,4.3,,4.75,1.0,,,4.75,,,,,1.4166666666666665,3.6,1.2857142857142856,1.0
84,1.75,1.8333333333333335,4.285714285714286,4.285714285714286,,1.25,1.0,,,2.25,,,,,1.25,1.0,2.0833333333333335,1.5
85,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,,2.3,1.0,,,1.95,,,,,1.0,1.25,1.0833333333333335,4.5
86,4.666666666666666,4.666666666666666,1.125,4.15,,4.666666666666666,3.416666666666667,,,4.916666666666666,,,,,3.625,3.6,4.25,4.833333333333334
87,2.15,4.833333333333334,2.1,4.833333333333334,,2.15,4.25,,,3.25,,,,,2.1,1.0833333333333335,1.25,4.25
88,4.25,4.2,4.2,2.75,,1.0,1.0,,,1.625,,,,,1.8333333333333335,4.333333333333333,1.1,4.333333333333333
89,1.9166666666666667,2.666666666666667,2.666666666666667,1.0,,1.65,1.75,,,1.2,,,,,1.5833333333333335,1.25,3.166666666666667,1.25
90,1.8,1.0,2.1,1.9166666666666667,,1.25,3.166666666666667,,,1.0,,,,,1.35,1.3,1.6666666666666665,4.05
91,3.0,1.5833333333333333,1.0,2.9642857142857144,,1.0,1.3333333333333335,,,2.9642857142857144,,,,,2.9642857142857144,4.05,1.6,1.5833333333333335
92,5.0,4.916666666666666,1.6666666666666665,5.0,,1.85,1.4642857142857144,,,5.0,,,,,1.75,1.25,1.0,2.416666666666667
93,3.25,2.5,2.45,3.9,,1.1666666666666665,4.0,,,2.1,,,,,2.0,1.5,1.25,1.75
94,1.75,1.0,1.75,4.0,,1.6666666666666665,1.3333333333333335,,,1.2,,,,,1.6666666666666665,1.6666666666666665,2.5,2.25
95,1.0833333333333335,1.0,1.9,2.6666666666666665,,1.45,2.416666666666667,,,4.25,,,,,1.45,1.45,1.2142857142857144,2.666666666666667
96,2.666666666666667,2.416666666666667,3.6,2.416666666666667,,2.3,1.0833333333333335,,,2.375,,,,,1.8333333333333333,2.375,1.5,1.3333333333333335
97,3.75,1.6666666666666665,1.0833333333333335,1.0,,1.4166666666666665,1.5,,,1.4166666666666665,,,,,1.0,2.75,1.0833333333333335,1.3333333333333335
98,2.3333333333333335,2.0833333333333335,1.75,1.9166666666666665,,1.1666666666666665,1.1666666666666665,,,4.0,,,,,1.0,1.0,1.4166666666666665,1.25
99,1.0,2.1,1.0,1.7,,1.625,1.0,,,1.5,,,,,1.0,4.583333333333334,1.0833333333333335,4.571428571428571
100,4.571428571428571,4.571428571428571,1.5,4.571428571428571,,1.0833333333333335,1.5833333333333335,,,4.571428571428571,,,,,1.0833333333333335,1.0833333333333335,1.25,1.25
101,5.0,5.0,1.4166666666666665,5.0,,1.0833333333333335,1.25,,,5.0,,,,,1.0,1.0,1.3333333333333335,1.25
102,2.4,4.916666666666666,4.5,1.25,,1.9166666666666667,2.4,,,4.7,,,,,4.875,1.25,1.5,1.3333333333333335
103,1.9166666666666667,1.0,1.9166666666666667,1.3333333333333335,,1.3333333333333335,1.1,,,2.916666666666667,,,,,1.0833333333333335,1.45,1.0,1.0
104,1.95,1.0,1.0833333333333335,1.55,,1.5,1.0,,,2.083333333333333,,,,,1.0833333333333335,1.0833333333333335,1.0,1.25
105,1.0,4.833333333333334,1.45,4.833333333333334,,1.0,1.1,,,5.0,,,,,1.0,1.0,1.0,1.0
106,1.0,1.0,1.0,1.25,,1.45,1.0,,,2.15,,,,,1.0,2.0,1.85,1.25
107,1.3333333333333335,1.0,1.1666666666666665,1.0,,1.0,1.9166666666666665,,,1.8333333333333333,,,,,1.0,1.1666666666666665,1.25,2.5
108,1.75,1.75,2.25,2.5,,1.75,4.666666666666666,,,2.0,,,,,2.583333333333333,1.8333333333333333,1.0,1.0833333333333335
109,4.666666666666666,1.95,2.5,4.666666666666666,,1.0,1.0,,,4.666666666666666,,,,,1.0714285714285714,4.666666666666666,1.25,1.0833333333333335
110,1.0833333333333335,1.0833333333333335,1.0833333333333335,4.916666666666666,,4.916666666666666,1.0,,,4.916666666666666,,,,,1.0,1.1,5.0,2.0833333333333335
111,1.1,2.0833333333333335,1.1,4.333333333333333,,1.1,1.0,,,4.333333333333333,,,,,1.0,1.0,1.0833333333333335,1.0833333333333335
112,4.8,1.9166666666666667,5.0,4.8,,1.95,4.916666666666666,,,5.0,,,,,1.9166666666666665,1.9166666666666665,1.85,1.0833333333333335
113,1.5,4.916666666666666,1.0,4.916666666666666,,1.3333333333333335,1.5,,,4.916666666666666,,,,,1.0,4.916666666666666,2.75,1.25
114,3.5,2.583333333333333,1.0,2.583333333333333,,1.45,1.2,,,4.0,,,,,1.8,4.666666666666666,1.0,1.3
115,4.6,4.6,4.6,4.6,,1.5,1.1,,,4.6,,,,,2.5,4.6,1.25,1.25
116,1.0,4.833333333333334,1.0,1.0,,4.833333333333334,2.9166666666666665,,,1.25,,,,,1.0833333333333335,1.0,3.6,2.0833333333333335
117,4.416666666666667,4.416666666666667,1.375,4.416666666666667,,1.6428571428571428,2.0,,,4.416666666666667,,,,,2.142857142857143,3.333333333333333,1.2,4.916666666666666
118,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,,4.916666666666666,1.1666666666666665,,,4.916666666666666,,,,,4.916666666666666,4.916666666666666,,2.833333333333333
119,3.333333333333333,4.3,4.0,1.65,,1.1666666666666665,,,,3.9,,,,,3.333333333333333,1.3,,
120,5.0,5.0,5.0,,,,,,,5.0,,,,,,,,
121,4.75,4.75,4.75,,,,,,,4.75,,,,,,,,
122,1.55,3.5,3.916666666666667,,,,,,,1.9166666666666665,,,,,,,,
123,3.75,2.4166666666666665,3.1666666666666665,,,,,,,3.1666666666666665,,,,,,,,
124,3.6,3.6,3.6,,,,,,,3.416666666666667,,,,,,,,
125,2.0,1.0,1.4166666666666665,,,,,,,4.3,,,,,,,,
126,4.083333333333333,3.125,3.125,,,,,,,3.75,,,,,,,,
127,4.166666666666667,4.166666666666667,4.166666666666667,,,,,,,2.625,,,,,,,,
128,4.1,4.1,4.1,,,,,,,1.2,,,,,,,,
129,4.666666666666666,2.4,4.0,,,,,,,4.833333333333334,,,,,,,,
130,2.4166666666666665,4.75,4.75,,,,,,,4.75,,,,,,,,
131,4.714285714285714,4.916666666666666,3.5,,,,,,,4.916666666666666,,,,,,,,
132,1.0833333333333335,3.8,5.0,,,,,,,5.0,,,,,,,,
133,4.833333333333334,4.833333333333334,4.833333333333334,,,,,,,4.833333333333334,,,,,,,,
134,4.083333333333333,1.65,4.083333333333333,,,,,,,4.083333333333333,,,,,,,,
135,4.25,4.25,4.25,,,,,,,4.25,,,,,,,,
136,4.9,1.625,1.6,,,,,,,4.9,,,,,,,,
137,4.916666666666666,4.75,2.25,,,,,,,4.916666666666666,,,,,,,,
138,1.7857142857142856,4.75,1.25,,,,,,,4.0,,,,,,,,
139,1.0,2.1,1.2,,,,,,,1.85,,,,,,,,
140,3.5,1.5,3.0,,,,,,,3.3,,,,,,,,
141,3.1666666666666665,1.5,2.3,,,,,,,3.9,,,,,,,,
142,2.6666666666666665,1.75,1.75,,,,,,,1.0,,,,,,,,
143,3.0357142857142856,4.3,3.0357142857142856,,,,,,,4.75,,,,,,,,
144,4.285714285714286,4.285714285714286,1.4166666666666665,,,,,,,4.285714285714286,,,,,,,,
145,4.142857142857142,4.142857142857142,4.142857142857142,,,,,,,4.142857142857142,,,,,,,,
146,3.625,4.916666666666666,4.666666666666666,,,,,,,4.916666666666666,,,,,,,,
147,1.3333333333333335,2.125,4.4,,,,,,,3.25,,,,,,,,
148,2.083333333333333,4.2,4.25,,,,,,,4.333333333333333,,,,,,,,
149,2.666666666666667,2.666666666666667,2.666666666666667,,,,,,,2.666666666666667,,,,,,,,
150,1.8333333333333333,1.0,2.1,,,,,,,2.0,,,,,,,,
151,3.166666666666667,2.9642857142857144,2.9642857142857144,,,,,,,2.9642857142857144,,,,,,,,
152,5.0,5.0,1.0,,,,,,,5.0,,,,,,,,
153,1.4642857142857144,2.5,1.25,,,,,,,2.1,,,,,,,,
154,3.916666666666667,2.821428571428571,1.75,,,,,,,4.05,,,,,,,,
155,4.0,1.9,1.9,,,,,,,4.25,,,,,,,,
156,3.6,3.166666666666667,3.0,,,,,,,2.375,,,,,,,,
157,3.821428571428571,1.0,4.083333333333333,,,,,,,1.4166666666666665,,,,,,,,
158,2.0833333333333335,2.3333333333333335,1.9166666666666665,,,,,,,4.0,,,,,,,,
159,2.1,2.2,1.0,,,,,,,1.5,,,,,,,,
160,4.571428571428571,4.571428571428571,1.5,,,,,,,4.571428571428571,,,,,,,,
161,5.0,5.0,1.0833333333333335,,,,,,,5.0,,,,,,,,
162,3.083333333333333,4.833333333333334,4.5,,,,,,,4.916666666666666,,,,,,,,
163,2.916666666666667,1.0,1.6,,,,,,,1.2,,,,,,,,
164,1.75,1.55,1.0,,,,,,,2.85,,,,,,,,
165,1.2,1.0,1.0,,,,,,,4.666666666666666,,,,,,,,
166,1.25,1.1,1.1,,,,,,,1.55,,,,,,,,
167,1.25,1.1666666666666665,1.0833333333333335,,,,,,,1.8333333333333333,,,,,,,,
168,2.583333333333333,4.875,5.0,,,,,,,5.0,,,,,,,,
169,1.1666666666666665,4.666666666666666,2.5,,,,,,,4.666666666666666,,,,,,,,
170,1.0833333333333335,1.0833333333333335,1.0833333333333335,,,,,,,4.916666666666666,,,,,,,,
171,1.1,1.1,1.0,,,,,,,4.75,,,,,,,,
172,1.25,4.8,4.8,,,,,,,5.0,,,,,,,,
173,4.916666666666666,1.5833333333333335,4.916666666666666,,,,,,,4.916666666666666,,,,,,,,
174,2.583333333333333,3.5,4.666666666666666,,,,,,,3.5,,,,,,,,
175,4.6,4.6,4.6,,,,,,,4.6,,,,,,,,
176,4.833333333333334,4.833333333333334,1.3,,,,,,,4.833333333333334,,,,,,,,
177,3.333333333333333,4.416666666666667,1.375,,,,,,,4.416666666666667,,,,,,,,
178,4.916666666666666,4.916666666666666,4.916666666666666,,,,,,,4.916666666666666,,,,,,,,
179,4.25,4.25,4.0,,,,,,,1.5833333333333335,,,,,,,,
180,,,5.0,,,,,,,,,,,,,,,
181,,,4.75,,,,,,,,,,,,,,,
182,,,1.0833333333333335,,,,,,,,,,,,,,,
183,,,3.2,,,,,,,,,,,,,,,
184,,,3.416666666666667,,,,,,,,,,,,,,,
185,,,3.0,,,,,,,,,,,,,,,
186,,,3.75,,,,,,,,,,,,,,,
187,,,4.166666666666667,,,,,,,,,,,,,,,
188,,,4.1,,,,,,,,,,,,,,,
189,,,4.833333333333334,,,,,,,,,,,,,,,
190,,,4.75,,,,,,,,,,,,,,,
191,,,4.916666666666666,,,,,,,,,,,,,,,
192,,,5.0,,,,,,,,,,,,,,,
193,,,4.833333333333334,,,,,,,,,,,,,,,
194,,,4.083333333333333,,,,,,,,,,,,,,,
195,,,4.25,,,,,,,,,,,,,,,
196,,,3.5,,,,,,,,,,,,,,,
197,,,1.1666666666666665,,,,,,,,,,,,,,,
198,,,4.0,,,,,,,,,,,,,,,
199,,,1.35,,,,,,,,,,,,,,,
200,,,2.75,,,,,,,,,,,,,,,
201,,,1.25,,,,,,,,,,,,,,,
202,,,1.75,,,,,,,,,,,,,,,
203,,,4.75,,,,,,,,,,,,,,,
204,,,4.285714285714286,,,,,,,,,,,,,,,
205,,,1.25,,,,,,,,,,,,,,,
206,,,4.666666666666666,,,,,,,,,,,,,,,
207,,,1.0,,,,,,,,,,,,,,,
208,,,4.25,,,,,,,,,,,,,,,
209,,,1.1,,,,,,,,,,,,,,,
210,,,2.1,,,,,,,,,,,,,,,
211,,,1.3333333333333335,,,,,,,,,,,,,,,
212,,,5.0,,,,,,,,,,,,,,,
213,,,1.25,,,,,,,,,,,,,,,
