,sonnet_sc,sonnet_mc,gemini_2.0_flash_sc,gemini_2.0_flash_mc,gemini_2.5_pro_sc,gemini_2.5_pro_mc,chatgpt4o_sc,chatgpt4o_mc,gpt4.1_sc,gpt4.1_mc,gpt4.1_images_sc,gpt4.1_images_mc,o3_sc,o3_mc,o3_pro_sc,o3_pro_mc,o4_mini_sc,o4_mini_mc,o4_mini_med_sc,o4_mini_med_mc
38,1.1666666666666665,1.1666666666666665,1.5,1.5,1.4166666666666665,1.9166666666666665,1.0,1.1666666666666665,1.0,4.0,1.5,1.0,2.0833333333333335,2.3333333333333335,2.0833333333333335,2.3333333333333335,1.25,4.166666666666667,1.9166666666666665,2.6666666666666665
39,1.625,1.1666666666666665,1.1666666666666665,1.5,1.4166666666666665,1.3333333333333335,1.0,1.4166666666666665,4.583333333333334,1.625,1.0833333333333335,1.3333333333333335,2.1,1.0,2.1,2.125,4.571428571428571,2.2,1.3333333333333335,1.1666666666666665
40,1.0833333333333335,1.8,1.0,1.0833333333333335,1.0833333333333335,1.0833333333333335,1.0833333333333335,1.0,1.0833333333333335,1.0833333333333335,1.4166666666666665,1.0833333333333335,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,1.25,1.0833333333333335,1.1666666666666665,1.2
41,1.0833333333333335,1.0833333333333335,1.5833333333333335,1.9166666666666667,1.0833333333333335,1.6,1.0,1.1666666666666665,1.0,1.1666666666666665,1.0833333333333335,1.0,5.0,5.0,5.0,5.0,1.25,1.0,1.1666666666666665,5.0
42,1.9166666666666667,4.833333333333334,1.25,4.5,3.0,4.833333333333334,4.875,1.0,1.25,1.25,1.25,1.9166666666666667,3.083333333333333,2.4,4.916666666666666,1.9166666666666667,1.3333333333333335,1.25,4.875,4.875
43,1.3333333333333335,1.1,2.4,1.25,2.916666666666667,1.0833333333333335,1.0833333333333335,1.1666666666666665,1.45,1.2,1.3333333333333335,1.3333333333333335,2.916666666666667,1.9166666666666667,1.0,1.6,1.0,1.9166666666666667,1.3333333333333335,1.3333333333333335
44,1.5,1.0833333333333335,1.1,1.5,1.4166666666666665,1.0,1.0833333333333335,1.1,1.0833333333333335,1.0833333333333335,1.5,1.0833333333333335,1.75,1.95,1.0,1.0833333333333335,1.25,2.0,1.0,1.25
45,1.0,1.0,1.0,1.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.2,1.0,4.833333333333334,1.0,1.0,4.833333333333334,1.125,1.45
46,1.45,1.25,1.1,1.25,1.25,2.0,1.0,1.0,2.0,1.3333333333333335,1.0,1.1666666666666665,1.25,1.0,1.0,1.0833333333333335,1.25,1.1666666666666665,1.2,1.5357142857142856
47,1.0,1.0,1.0,1.1666666666666665,1.0,1.0,1.0,1.0,1.1666666666666665,1.1666666666666665,1.0,1.0,1.25,1.3333333333333335,1.0,1.1666666666666665,2.5,1.1666666666666665,1.0833333333333335,1.8333333333333333
48,1.75,1.45,1.9166666666666665,1.0833333333333335,1.3333333333333335,3.25,2.583333333333333,1.85,1.8333333333333333,1.6,1.85,1.25,2.583333333333333,1.75,1.75,1.75,1.0833333333333335,4.875,3.25,1.75
49,1.0,2.25,4.666666666666666,2.05,2.5,1.3333333333333335,1.0714285714285714,1.1,4.666666666666666,4.666666666666666,1.25,1.0,1.1666666666666665,4.666666666666666,1.95,4.666666666666666,1.0833333333333335,1.0,2.5,1.3
50,4.916666666666666,4.916666666666666,1.0,1.0,4.916666666666666,4.916666666666666,1.0,1.0,1.1,1.0,1.0,1.25,1.0833333333333335,1.0833333333333335,1.0833333333333335,4.916666666666666,2.0833333333333335,4.916666666666666,1.2,4.916666666666666
51,1.1,1.5,1.0,1.25,2.583333333333333,2.0833333333333335,1.0,1.0833333333333335,1.0,1.25,1.25,1.0,1.1,1.1,2.0833333333333335,4.75,1.0833333333333335,2.0833333333333335,3.75,1.1
52,1.95,1.9166666666666665,1.0,1.0833333333333335,1.9166666666666665,1.75,1.9166666666666665,3.0,1.9166666666666665,2.2,5.0,1.5833333333333333,1.25,4.8,1.9166666666666667,4.8,1.0833333333333335,5.0,1.35,4.8
53,1.3333333333333335,2.4,4.916666666666666,1.0833333333333335,1.0,4.916666666666666,1.0,1.5833333333333333,4.916666666666666,1.0833333333333335,1.0833333333333335,3.583333333333333,4.916666666666666,1.5,4.916666666666666,4.916666666666666,1.25,1.0,1.0,1.0
54,1.45,2.583333333333333,1.5,1.3333333333333335,2.583333333333333,3.5,1.8,3.583333333333333,4.666666666666666,1.3333333333333335,1.85,1.75,2.583333333333333,3.5,2.583333333333333,3.5,1.3,1.3333333333333335,1.375,1.0833333333333335
55,1.5,1.35,1.2,1.25,1.0,2.0,2.5,1.75,4.6,1.75,2.75,1.25,4.6,4.6,4.6,4.6,1.25,2.9,2.9,1.35
56,4.833333333333334,1.0,1.1,1.0,1.0833333333333335,1.5,1.0833333333333335,1.3333333333333335,1.0,1.0,1.0,1.0833333333333335,4.833333333333334,1.0,4.833333333333334,1.125,2.0833333333333335,4.833333333333334,1.2,1.0
57,1.6428571428571428,1.6428571428571428,2.9166666666666665,1.5833333333333335,4.416666666666667,1.375,2.142857142857143,4.416666666666667,3.333333333333333,1.6428571428571428,1.25,2.1666666666666665,3.333333333333333,4.416666666666667,4.416666666666667,3.7,4.916666666666666,3.7,2.0833333333333335,1.4
58,4.916666666666666,4.916666666666666,2.0,3.0,1.9166666666666665,1.9166666666666665,4.916666666666666,2.083333333333333,4.916666666666666,1.4642857142857144,3.6,,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,2.833333333333333,4.916666666666666,4.916666666666666,4.916666666666666
59,1.1666666666666665,1.1666666666666665,1.1666666666666665,,4.0,3.333333333333333,3.333333333333333,1.85,1.3,2.1666666666666665,1.2,,4.25,3.333333333333333,4.3,3.5,,3.9,1.5833333333333335,4.3
60,,,,,,,,,,,,,,5.0,,5.0,,,,
61,,,,,,,,,,,,,,4.75,,4.75,,,,
62,,,,,,,,,,,,,,1.0,,3.5,,,,
63,,,,,,,,,,,,,,1.6666666666666665,,2.4166666666666665,,,,
64,,,,,,,,,,,,,,1.75,,3.6,,,,
65,,,,,,,,,,,,,,2.25,,1.0,,,,
66,,,,,,,,,,,,,,3.125,,3.125,,,,
67,,,,,,,,,,,,,,4.166666666666667,,4.166666666666667,,,,
68,,,,,,,,,,,,,,4.1,,4.1,,,,
69,,,,,,,,,,,,,,4.666666666666666,,2.4,,,,
70,,,,,,,,,,,,,,4.75,,4.75,,,,
71,,,,,,,,,,,,,,4.916666666666666,,4.916666666666666,,,,
72,,,,,,,,,,,,,,4.833333333333334,,3.8,,,,
73,,,,,,,,,,,,,,4.833333333333334,,4.833333333333334,,,,
74,,,,,,,,,,,,,,4.083333333333333,,1.65,,,,
75,,,,,,,,,,,,,,4.25,,4.25,,,,
76,,,,,,,,,,,,,,4.916666666666666,,1.625,,,,
77,,,,,,,,,,,,,,1.5833333333333333,,4.75,,,,
78,,,,,,,,,,,,,,1.7857142857142856,,4.75,,,,
79,,,,,,,,,,,,,,1.0,,2.1,,,,
80,,,,,,,,,,,,,,2.75,,1.5,,,,
81,,,,,,,,,,,,,,2.0,,1.5,,,,
82,,,,,,,,,,,,,,1.5833333333333333,,1.75,,,,
83,,,,,,,,,,,,,,1.25,,4.3,,,,
84,,,,,,,,,,,,,,4.285714285714286,,4.285714285714286,,,,
85,,,,,,,,,,,,,,4.142857142857142,,4.142857142857142,,,,
86,,,,,,,,,,,,,,4.666666666666666,,4.916666666666666,,,,
87,,,,,,,,,,,,,,1.3333333333333335,,2.125,,,,
88,,,,,,,,,,,,,,4.25,,4.2,,,,
89,,,,,,,,,,,,,,1.25,,2.666666666666667,,,,
90,,,,,,,,,,,,,,1.1428571428571428,,1.0,,,,
91,,,,,,,,,,,,,,2.9642857142857144,,2.9642857142857144,,,,
92,,,,,,,,,,,,,,3.8,,5.0,,,,
93,,,,,,,,,,,,,,1.0833333333333335,,2.5,,,,
94,,,,,,,,,,,,,,1.75,,2.821428571428571,,,,
95,,,,,,,,,,,,,,1.9,,1.9,,,,
96,,,,,,,,,,,,,,2.416666666666667,,3.166666666666667,,,,
97,,,,,,,,,,,,,,1.0,,1.0,,,,
98,,,,,,,,,,,,,,2.2,,2.3333333333333335,,,,
99,,,,,,,,,,,,,,2.2,,2.2,,,,
100,,,,,,,,,,,,,,4.571428571428571,,4.571428571428571,,,,
101,,,,,,,,,,,,,,5.0,,5.0,,,,
102,,,,,,,,,,,,,,1.9166666666666667,,4.833333333333334,,,,
103,,,,,,,,,,,,,,1.9166666666666667,,1.0,,,,
104,,,,,,,,,,,,,,1.0,,1.55,,,,
105,,,,,,,,,,,,,,1.25,,1.0,,,,
106,,,,,,,,,,,,,,1.25,,1.1,,,,
107,,,,,,,,,,,,,,1.0,,1.1666666666666665,,,,
108,,,,,,,,,,,,,,1.75,,4.875,,,,
109,,,,,,,,,,,,,,4.666666666666666,,4.666666666666666,,,,
110,,,,,,,,,,,,,,1.0833333333333335,,1.0833333333333335,,,,
111,,,,,,,,,,,,,,4.75,,1.1,,,,
112,,,,,,,,,,,,,,4.8,,4.8,,,,
113,,,,,,,,,,,,,,4.916666666666666,,1.5833333333333335,,,,
114,,,,,,,,,,,,,,1.5833333333333335,,3.5,,,,
115,,,,,,,,,,,,,,4.6,,4.6,,,,
116,,,,,,,,,,,,,,1.4166666666666665,,4.833333333333334,,,,
117,,,,,,,,,,,,,,4.416666666666667,,4.416666666666667,,,,
118,,,,,,,,,,,,,,4.916666666666666,,4.916666666666666,,,,
119,,,,,,,,,,,,,,3.333333333333333,,4.25,,,,
