,ResponseId,block,block_num,repeat_index,qid,label,score,raw
136,R_1H81dhx7ezoKqJo,b7,7,11,117,tetrahedron,1,Not at all
137,R_1H81dhx7ezoKqJo,b7,7,12,118,tree,4,A lot
138,R_1H81dhx7ezoKqJo,b7,7,13,119,umbrella,1,Not at all
139,R_1H81dhx7ezoKqJo,b7,7,14,120,wine glass,1,Not at all
140,R_1H81dhx7ezoKqJo,b8,8,1,121,abstract glyph,1,Not at all
141,R_1H81dhx7ezoKqJo,b8,8,2,122,bow tie,2,A little
142,R_1H81dhx7ezoKqJo,b8,8,3,123,bread,1,Not at all
143,R_1H81dhx7ezoKqJo,b8,8,4,124,butterfly,5,Completely
144,R_1H81dhx7ezoKqJo,b8,8,5,125,caduceus staff,2,A little
145,R_1H81dhx7ezoKqJo,b8,8,6,126,circle,1,Not at all
146,R_1H81dhx7ezoKqJo,b8,8,7,127,coat rack,1,Not at all
147,R_1H81dhx7ezoKqJo,b8,8,8,128,diamond,1,Not at all
148,R_1H81dhx7ezoKqJo,b8,8,9,129,flower,2,A little
149,R_1H81dhx7ezoKqJo,b8,8,10,130,hourglass,1,Not at all
150,R_1H81dhx7ezoKqJo,b8,8,11,131,winged sceptor,2,A little
151,R_1H81dhx7ezoKqJo,b9,9,1,132,ant,2,A little
152,R_1H81dhx7ezoKqJo,b9,9,2,133,bag,1,Not at all
153,R_1H81dhx7ezoKqJo,b9,9,3,134,butterfly,5,Completely
154,R_1H81dhx7ezoKqJo,b9,9,4,135,Mountain,1,Not at all
155,R_1H81dhx7ezoKqJo,b9,9,5,136,heart,1,Not at all
156,R_1H81dhx7ezoKqJo,b9,9,6,137,cat ears,1,Not at all
157,R_1H81dhx7ezoKqJo,b9,9,7,138,stylized emblem,1,Not at all
158,R_1H81dhx7ezoKqJo,b9,9,8,139,coat rack,1,Not at all
159,R_1H81dhx7ezoKqJo,b9,9,9,140,candlestick,1,Not at all
160,R_1H81dhx7ezoKqJo,b9,9,10,141,clover,1,Not at all
161,R_1H81dhx7ezoKqJo,b9,9,11,142,owl,1,Not at all
162,R_1H81dhx7ezoKqJo,b10,10,1,143,barcode,1,Not at all
163,R_1H81dhx7ezoKqJo,b10,10,2,144,Broken ladder,1,Not at all
164,R_1H81dhx7ezoKqJo,b10,10,3,145,Comb,1,Not at all
165,R_1H81dhx7ezoKqJo,b10,10,4,146,cyrillic letter,2,A little
166,R_1H81dhx7ezoKqJo,b10,10,5,147,fork,5,Completely
167,R_1H81dhx7ezoKqJo,b10,10,6,148,Forklift Icon,3,Moderately
168,R_1H81dhx7ezoKqJo,b10,10,7,149,Greek Pi,1,Not at all
169,R_1H81dhx7ezoKqJo,b10,10,8,150,horse barn,1,Not at all
170,R_1H81dhx7ezoKqJo,b10,10,9,151,kanji,2,A little
171,R_1H81dhx7ezoKqJo,b10,10,10,152,key,2,A little
172,R_1H81dhx7ezoKqJo,b10,10,11,153,letter A,1,Not at all
173,R_1H81dhx7ezoKqJo,b10,10,12,154,Numeral Three,1,Not at all
174,R_1H81dhx7ezoKqJo,b10,10,13,155,pitchfork,5,Completely
175,R_1H81dhx7ezoKqJo,b10,10,14,156,Rake,5,Completely
176,R_1H81dhx7ezoKqJo,b10,10,15,157,Sideways E,1,Not at all
177,R_1H81dhx7ezoKqJo,b10,10,16,158,square,1,Not at all
178,R_1H81dhx7ezoKqJo,b10,10,17,159,Tree,2,A little
179,R_1H81dhx7ezoKqJo,b10,10,18,160,Trident,5,Completely
180,R_1H81dhx7ezoKqJo,b10,10,19,161,two triangles,1,Not at all
181,R_1H81dhx7ezoKqJo,b11,11,1,162,Basket,1,Not at all
182,R_1H81dhx7ezoKqJo,b11,11,2,163,broom,3,Moderately
183,R_1H81dhx7ezoKqJo,b11,11,3,164,brush,3,Moderately
184,R_1H81dhx7ezoKqJo,b11,11,4,165,buck teeth,1,Not at all
185,R_1H81dhx7ezoKqJo,b11,11,5,166,bug,1,Not at all
186,R_1H81dhx7ezoKqJo,b11,11,6,167,Candelabra,2,A little
187,R_1H81dhx7ezoKqJo,b11,11,7,168,comb,1,Not at all
188,R_1H81dhx7ezoKqJo,b11,11,8,169,cubes,1,Not at all
189,R_1H81dhx7ezoKqJo,b11,11,9,170,dining chair,1,Not at all
190,R_1H81dhx7ezoKqJo,b11,11,10,171,door key,3,Moderately
191,R_1H81dhx7ezoKqJo,b11,11,11,172,fork,5,Completely
192,R_1H81dhx7ezoKqJo,b11,11,12,173,goal post,2,A little
193,R_1H81dhx7ezoKqJo,b11,11,13,174,harmer,1,Not at all
194,R_1H81dhx7ezoKqJo,b11,11,14,175,interval graph,1,Not at all
195,R_1H81dhx7ezoKqJo,b11,11,15,176,milking stool,1,Not at all
196,R_1H81dhx7ezoKqJo,b11,11,16,177,pitchfork,5,Completely
197,R_1H81dhx7ezoKqJo,b11,11,17,178,rake,5,Completely
198,R_1H81dhx7ezoKqJo,b11,11,18,179,stairs,1,Not at all
199,R_1H81dhx7ezoKqJo,b11,11,19,180,table,1,Not at all
200,R_1H81dhx7ezoKqJo,b11,11,20,181,trident,5,Completely
201,R_1H81dhx7ezoKqJo,b11,11,21,182,two squares,1,Not at all
202,R_1H81dhx7ezoKqJo,b12,12,1,183,bridge,1,Not at all
203,R_1H81dhx7ezoKqJo,b12,12,2,184,buoy,1,Not at all
204,R_1H81dhx7ezoKqJo,b12,12,3,185,Butter Churner,3,Moderately
205,R_1H81dhx7ezoKqJo,b12,12,4,186,chalice,5,Completely
206,R_1H81dhx7ezoKqJo,b12,12,5,187,church bell,1,Not at all
207,R_1H81dhx7ezoKqJo,b12,12,6,188,circle,1,Not at all
208,R_1H81dhx7ezoKqJo,b12,12,7,189,cup,5,Completely
209,R_1H81dhx7ezoKqJo,b12,12,8,190,desk,1,Not at all
210,R_1H81dhx7ezoKqJo,b12,12,9,191,downward umbrella,1,Not at all
211,R_1H81dhx7ezoKqJo,b12,12,10,192,drinking fountain,1,Not at all
212,R_1H81dhx7ezoKqJo,b12,12,11,193,goblet,5,Completely
213,R_1H81dhx7ezoKqJo,b12,12,12,194,House,1,Not at all
214,R_1H81dhx7ezoKqJo,b12,12,13,195,lamp,3,Moderately
215,R_1H81dhx7ezoKqJo,b12,12,14,196,magnifying glass,1,Not at all
216,R_1H81dhx7ezoKqJo,b12,12,15,197,mushroom,1,Not at all
217,R_1H81dhx7ezoKqJo,b12,12,16,198,person,1,Not at all
218,R_1H81dhx7ezoKqJo,b12,12,17,199,question mark,1,Not at all
219,R_1H81dhx7ezoKqJo,b12,12,18,200,semicircle,1,Not at all
220,R_1H81dhx7ezoKqJo,b12,12,19,201,shovel,5,Completely
221,R_1H81dhx7ezoKqJo,b12,12,20,202,skeleton key,1,Not at all
222,R_1H81dhx7ezoKqJo,b12,12,21,203,swimming,1,Not at all
223,R_1H81dhx7ezoKqJo,b12,12,22,204,Umbrella,1,Not at all
224,R_1H81dhx7ezoKqJo,b12,12,23,205,wine glass,5,Completely
225,R_1H81dhx7ezoKqJo,b13,13,1,206,anchor,1,Not at all
226,R_1H81dhx7ezoKqJo,b13,13,2,207,c clamp,2,A little
227,R_1H81dhx7ezoKqJo,b13,13,3,208,chalice,5,Completely
228,R_1H81dhx7ezoKqJo,b13,13,4,209,church,1,Not at all
229,R_1H81dhx7ezoKqJo,b13,13,5,210,cup,5,Completely
230,R_1H81dhx7ezoKqJo,b13,13,6,211,door hinge,1,Not at all
231,R_1H81dhx7ezoKqJo,b13,13,7,212,dustpan,4,A lot
232,R_1H81dhx7ezoKqJo,b13,13,8,213,goblet,5,Completely
233,R_1H81dhx7ezoKqJo,b13,13,9,214,Half circle,1,Not at all
234,R_1H81dhx7ezoKqJo,b13,13,10,215,hammer,1,Not at all
235,R_1H81dhx7ezoKqJo,b13,13,11,216,keyhole,1,Not at all
236,R_1H81dhx7ezoKqJo,b13,13,12,217,letter T,1,Not at all
237,R_1H81dhx7ezoKqJo,b13,13,13,218,magnifying glass,1,Not at all
238,R_1H81dhx7ezoKqJo,b13,13,14,219,martini glass,5,Completely
239,R_1H81dhx7ezoKqJo,b13,13,15,220,monogram,1,Not at all
240,R_1H81dhx7ezoKqJo,b13,13,16,221,mortar & pestle,2,A little
241,R_1H81dhx7ezoKqJo,b13,13,17,222,Mushroom,1,Not at all
242,R_1H81dhx7ezoKqJo,b13,13,18,223,pentgon,1,Not at all
243,R_1H81dhx7ezoKqJo,b13,13,19,224,Scale,1,Not at all
244,R_1H81dhx7ezoKqJo,b13,13,20,225,shovel,5,Completely
245,R_1H81dhx7ezoKqJo,b13,13,21,226,sign,1,Not at all
246,R_1H81dhx7ezoKqJo,b13,13,22,227,skeleton key,1,Not at all
247,R_1H81dhx7ezoKqJo,b13,13,23,228,stapler,1,Not at all
248,R_1H81dhx7ezoKqJo,b13,13,24,229,tear drop,1,Not at all
249,R_1H81dhx7ezoKqJo,b13,13,25,230,toilet,1,Not at all
250,R_1H81dhx7ezoKqJo,b13,13,26,231,umbrella,1,Not at all
251,R_1H81dhx7ezoKqJo,b13,13,27,232,upended umbrella,3,Moderately
252,R_1H81dhx7ezoKqJo,b13,13,28,233,window,1,Not at all
253,R_1H81dhx7ezoKqJo,b13,13,29,234,wine glass,5,Completely
254,R_1H81dhx7ezoKqJo,b14,14,1,235,alien,2,A little
255,R_1H81dhx7ezoKqJo,b14,14,2,236,baby carriage,2,A little
256,R_1H81dhx7ezoKqJo,b14,14,3,237,bear face,1,Not at all
257,R_1H81dhx7ezoKqJo,b14,14,4,238,butterfly,1,Not at all
258,R_1H81dhx7ezoKqJo,b14,14,5,239,car,2,A little
259,R_1H81dhx7ezoKqJo,b14,14,6,240,crab claw,1,Not at all
260,R_1H81dhx7ezoKqJo,b14,14,7,241,dior,1,Not at all
261,R_1H81dhx7ezoKqJo,b14,14,8,242,elephant head,1,Not at all
262,R_1H81dhx7ezoKqJo,b14,14,9,243,eyes,1,Not at all
263,R_1H81dhx7ezoKqJo,b14,14,10,244,face,2,A little
264,R_1H81dhx7ezoKqJo,b14,14,11,245,Flower,1,Not at all
265,R_1H81dhx7ezoKqJo,b14,14,12,246,half circle,1,Not at all
266,R_1H81dhx7ezoKqJo,b14,14,13,247,headphones,5,Completely
267,R_1H81dhx7ezoKqJo,b14,14,14,248,horseshoe,2,A little
268,R_1H81dhx7ezoKqJo,b14,14,15,249,Huge circle,1,Not at all
269,R_1H81dhx7ezoKqJo,b14,14,16,250,mushroom,1,Not at all
270,R_1H81dhx7ezoKqJo,b14,14,17,251,Music Note,1,Not at all
271,R_1H81dhx7ezoKqJo,b14,14,18,252,oval,1,Not at all
272,R_1H81dhx7ezoKqJo,b14,14,19,253,owl,1,Not at all
273,R_1H81dhx7ezoKqJo,b14,14,20,254,owl face,1,Not at all
274,R_1H81dhx7ezoKqJo,b14,14,21,255,semi-circle,1,Not at all
275,R_1H81dhx7ezoKqJo,b14,14,22,256,sunglasses,1,Not at all
276,R_1H81dhx7ezoKqJo,b14,14,23,257,tent,1,Not at all
277,R_1H81dhx7ezoKqJo,b14,14,24,258,toilet,1,Not at all
278,R_1H81dhx7ezoKqJo,b15,15,1,259,arrow,2,A little
279,R_1H81dhx7ezoKqJo,b15,15,2,260,bucket,2,A little
280,R_1H81dhx7ezoKqJo,b15,15,3,261,cat,1,Not at all
281,R_1H81dhx7ezoKqJo,b15,15,4,262,diamond,1,Not at all
282,R_1H81dhx7ezoKqJo,b15,15,5,263,flag,2,A little
283,R_1H81dhx7ezoKqJo,b15,15,6,264,honeycomb,1,Not at all
284,R_1H81dhx7ezoKqJo,b15,15,7,265,house,5,Completely
285,R_1H81dhx7ezoKqJo,b15,15,8,266,hut,5,Completely
286,R_1H81dhx7ezoKqJo,b15,15,9,267,kite,2,A little
287,R_1H81dhx7ezoKqJo,b15,15,10,268,pentagon,4,A lot
288,R_1H81dhx7ezoKqJo,b15,15,11,269,plant pot,1,Not at all
289,R_1H81dhx7ezoKqJo,b15,15,12,270,shield,2,A little
290,R_1H81dhx7ezoKqJo,b15,15,13,271,square,1,Not at all
291,R_1H81dhx7ezoKqJo,b15,15,14,272,square,1,Not at all
292,R_1H81dhx7ezoKqJo,b15,15,15,273,trapezium,1,Not at all
293,R_1H81dhx7ezoKqJo,b16,16,1,274,Cone,5,Completely
294,R_1H81dhx7ezoKqJo,b16,16,2,275,cube,1,Not at all
295,R_1H81dhx7ezoKqJo,b16,16,3,276,diamond,1,Not at all
296,R_1H81dhx7ezoKqJo,b16,16,4,277,download icon,1,Not at all
297,R_1H81dhx7ezoKqJo,b16,16,5,278,fish hook,1,Not at all
298,R_1H81dhx7ezoKqJo,b16,16,6,279,guitar pick,2,A little
299,R_1H81dhx7ezoKqJo,b16,16,7,280,heart,1,Not at all
300,R_1H81dhx7ezoKqJo,b16,16,8,281,hourglass,1,Not at all
301,R_1H81dhx7ezoKqJo,b16,16,9,282,house,1,Not at all
302,R_1H81dhx7ezoKqJo,b16,16,10,283,ice cream,5,Completely
303,R_1H81dhx7ezoKqJo,b16,16,11,284,Icecream cone,5,Completely
304,R_1H81dhx7ezoKqJo,b16,16,12,285,lightbulb,2,A little
305,R_1H81dhx7ezoKqJo,b16,16,13,286,magnifying glass,1,Not at all
306,R_1H81dhx7ezoKqJo,b16,16,14,287,paper airplane,1,Not at all
307,R_1H81dhx7ezoKqJo,b16,16,15,288,pizza slice,1,Not at all
308,R_1H81dhx7ezoKqJo,b16,16,16,289,shelf bracket,1,Not at all
309,R_1H81dhx7ezoKqJo,b16,16,17,290,shield,1,Not at all
310,R_1H81dhx7ezoKqJo,b16,16,18,291,sno-cone,5,Completely
311,R_1H81dhx7ezoKqJo,b16,16,19,292,Trapezoid,1,Not at all
312,R_1H81dhx7ezoKqJo,b16,16,20,293,Triangular diamond,4,A lot
313,R_1H81dhx7ezoKqJo,b16,16,21,294,trophy,2,A little
314,R_1H81dhx7ezoKqJo,b16,16,22,295,Volcano,1,Not at all
315,R_1H81dhx7ezoKqJo,b16,16,23,296,whale tail,2,A little
316,R_1H81dhx7ezoKqJo,b17,17,1,297,Abstract Eyeball,1,Not at all
317,R_1H81dhx7ezoKqJo,b17,17,2,298,Balloon,1,Not at all
318,R_1H81dhx7ezoKqJo,b17,17,3,299,bridge,1,Not at all
319,R_1H81dhx7ezoKqJo,b17,17,4,300,chalice,1,Not at all
320,R_1H81dhx7ezoKqJo,b17,17,5,301,chalice,1,Not at all
321,R_1H81dhx7ezoKqJo,b17,17,6,302,cone,5,Completely
322,R_1H81dhx7ezoKqJo,b17,17,7,303,cupcake,1,Not at all
323,R_1H81dhx7ezoKqJo,b17,17,8,304,flower,1,Not at all
324,R_1H81dhx7ezoKqJo,b17,17,9,305,funnel,2,A little
325,R_1H81dhx7ezoKqJo,b17,17,10,306,glass,1,Not at all
326,R_1H81dhx7ezoKqJo,b17,17,11,307,goblet,1,Not at all
327,R_1H81dhx7ezoKqJo,b17,17,12,308,guitar pick,2,A little
328,R_1H81dhx7ezoKqJo,b17,17,13,309,Head,1,Not at all
329,R_1H81dhx7ezoKqJo,b17,17,14,310,heart,1,Not at all
330,R_1H81dhx7ezoKqJo,b17,17,15,311,hot air balloon,2,A little
331,R_1H81dhx7ezoKqJo,b17,17,16,312,house roof,1,Not at all
332,R_1H81dhx7ezoKqJo,b17,17,17,313,ice cream,5,Completely
333,R_1H81dhx7ezoKqJo,b17,17,18,314,icecream cone,5,Completely
334,R_1H81dhx7ezoKqJo,b17,17,19,315,lantern,2,A little
335,R_1H81dhx7ezoKqJo,b17,17,20,316,necklace,3,Moderately
336,R_1H81dhx7ezoKqJo,b17,17,21,317,parachute,5,Completely
337,R_1H81dhx7ezoKqJo,b17,17,22,318,Paris,1,Not at all
338,R_1H81dhx7ezoKqJo,b17,17,23,319,shelf bracket,2,A little
339,R_1H81dhx7ezoKqJo,b17,17,24,320,shield,1,Not at all
340,R_1H81dhx7ezoKqJo,b17,17,25,321,slingshot frame,5,Completely
341,R_1H81dhx7ezoKqJo,b17,17,26,322,snowcone,5,Completely
342,R_1H81dhx7ezoKqJo,b17,17,27,323,Spade,1,Not at all
343,R_1H81dhx7ezoKqJo,b17,17,28,324,tulip,1,Not at all
344,R_1H81dhx7ezoKqJo,b17,17,29,325,wine glass,1,Not at all
345,R_1H81dhx7ezoKqJo,b17,17,30,326,wishbone,1,Not at all
346,R_1H81dhx7ezoKqJo,b18,18,1,327,butterfly,1,Not at all
347,R_1H81dhx7ezoKqJo,b18,18,2,328,Catapult,2,A little
348,R_1H81dhx7ezoKqJo,b18,18,3,329,cone,5,Completely
349,R_1H81dhx7ezoKqJo,b18,18,4,330,drop hook,1,Not at all
350,R_1H81dhx7ezoKqJo,b18,18,5,331,face,1,Not at all
351,R_1H81dhx7ezoKqJo,b18,18,6,332,flag,2,A little
352,R_1H81dhx7ezoKqJo,b18,18,7,333,flower,1,Not at all
353,R_1H81dhx7ezoKqJo,b18,18,8,334,guitar pick,1,Not at all
354,R_1H81dhx7ezoKqJo,b18,18,9,335,harp,1,Not at all
355,R_1H81dhx7ezoKqJo,b18,18,10,336,heart,1,Not at all
356,R_1H81dhx7ezoKqJo,b18,18,11,337,ice cream,5,Completely
357,R_1H81dhx7ezoKqJo,b18,18,12,338,icecream cone,5,Completely
