,humans
409,4.333333333333333
410,3.833333333333333
411,2.25
412,4.0
413,4.833333333333334
414,4.75
415,4.333333333333333
416,1.0714285714285714
417,3.333333333333333
418,4.083333333333333
419,4.1
420,5.0
421,4.0
422,4.142857142857142
423,4.25
424,3.25
425,4.2
426,4.916666666666666
427,4.833333333333334
428,3.333333333333333
429,4.666666666666666
430,5.0
431,4.666666666666666
432,3.9642857142857144
433,5.0
434,3.2
435,1.9166666666666665
436,4.166666666666667
437,4.666666666666666
438,1.9166666666666667
439,2.083333333333333
440,5.0
441,4.583333333333334
442,4.666666666666666
443,1.3333333333333335
444,4.416666666666667
445,4.916666666666666
446,3.416666666666667
447,1.0
448,1.0
449,4.416666666666666
450,1.0
451,2.75
452,1.0
453,1.25
454,1.25
455,1.25
456,4.916666666666666
457,1.4166666666666665
458,1.0
459,4.75
460,2.6666666666666665
461,1.1666666666666665
462,1.5
463,1.9166666666666665
464,1.1666666666666665
465,1.0
466,1.0833333333333335
467,1.0833333333333335
468,1.1666666666666665
469,1.0
470,1.5
471,2.25
472,1.25
473,1.75
474,2.8333333333333335
475,4.916666666666666
476,1.1666666666666665
477,4.416666666666666
478,1.1
479,3.5
480,3.666666666666667
481,2.15
482,1.0
483,1.1666666666666665
484,1.0
485,4.416666666666667
486,1.1666666666666665
487,4.75
488,4.1
489,4.0
490,4.9
491,1.0
492,1.6666666666666665
493,2.6666666666666665
494,1.25
495,1.5833333333333335
496,1.3571428571428572
497,1.0833333333333335
498,4.916666666666666
499,1.2142857142857144
500,2.25
501,1.1666666666666665
502,3.125
503,4.166666666666667
504,4.833333333333334
505,1.25
506,4.083333333333333
507,1.75
508,1.0
509,4.833333333333334
510,1.4166666666666665
511,4.5
512,4.833333333333334
513,2.583333333333333
514,1.5
515,1.0833333333333335
516,1.1666666666666665
517,5.0
518,1.0833333333333335
519,3.416666666666667
520,2.1
521,1.0833333333333335
522,2.333333333333333
523,1.0
524,2.333333333333333
525,4.333333333333333
526,2.4166666666666665
527,1.0833333333333335
528,4.166666666666667
529,2.6666666666666665
530,1.0
531,1.1666666666666665
532,1.0833333333333335
533,4.166666666666667
534,4.1
535,1.0
536,1.3333333333333335
537,1.0
538,1.0833333333333335
539,1.0714285714285714
540,2.25
541,1.1666666666666665
542,1.0
543,1.0
544,1.0
545,4.916666666666666
546,1.1666666666666665
547,1.0
548,1.0
549,1.9166666666666665
550,1.0
551,1.4
552,4.928571428571429
553,3.416666666666667
554,1.0833333333333335
555,1.75
556,1.0714285714285714
557,4.666666666666666
558,4.916666666666666
559,4.25
560,4.416666666666667
561,3.5
562,4.166666666666667
563,4.75
564,1.0
565,4.285714285714286
566,4.142857142857142
567,5.0
568,4.166666666666667
569,1.4166666666666665
570,4.916666666666666
571,5.0
572,1.8333333333333333
573,5.0
574,2.3
575,3.5
576,4.75
577,4.833333333333334
578,4.9
579,4.666666666666666
580,4.0
581,3.833333333333333
582,2.25
583,3.25
584,1.25
585,4.833333333333334
586,2.5
587,5.0
588,2.583333333333333
589,4.333333333333333
590,3.5
591,3.416666666666667
592,4.166666666666667
593,2.5
594,1.0833333333333335
595,4.666666666666666
596,1.25
597,5.0
598,1.25
599,1.8333333333333335
600,4.166666666666667
601,1.0
602,2.083333333333333
603,4.916666666666666
604,4.666666666666666
605,4.25
606,4.0
607,3.5357142857142856
608,1.3333333333333335
609,1.0
610,1.25
611,1.5
612,2.55
613,4.333333333333333
614,3.666666666666667
615,1.8571428571428572
616,1.0
617,4.25
618,4.75
619,4.833333333333334
620,4.583333333333334
621,4.083333333333333
622,4.05
623,1.0
624,4.25
625,2.333333333333333
626,4.666666666666666
627,1.0
628,1.0
629,1.0
630,5.0
631,4.25
632,3.0
633,4.416666666666666
634,4.166666666666666
635,4.083333333333333
636,1.3333333333333335
637,4.333333333333334
638,1.75
639,1.2142857142857144
640,4.916666666666666
641,4.333333333333333
642,4.6
643,1.9166666666666667
644,1.0
645,1.5
646,1.0
647,1.25
648,1.0
649,3.5
650,3.3
651,2.25
652,1.0
653,1.3333333333333335
654,2.25
655,1.0
656,1.3
657,1.6666666666666667
658,1.0
659,1.4166666666666665
660,3.0
661,3.0
662,1.4166666666666665
663,4.166666666666667
664,1.5833333333333333
665,1.5833333333333335
666,1.75
667,4.166666666666667
668,2.1666666666666665
669,1.6
670,2.0
671,1.0
672,1.5
673,1.5
674,3.333333333333333
675,3.75
676,1.0833333333333335
677,1.95
678,2.25
679,1.0
680,2.083333333333333
681,1.4166666666666665
682,1.4166666666666665
683,4.916666666666666
684,4.666666666666666
685,1.0
686,1.0
687,1.0833333333333335
688,1.5833333333333333
689,1.0
690,1.0
691,1.0833333333333335
692,1.1666666666666665
693,1.0
694,1.1666666666666665
695,1.0
696,2.25
697,1.0
698,1.0
699,3.416666666666667
700,4.05
701,1.75
702,1.5
703,1.25
704,4.75
705,1.4166666666666665
706,2.821428571428571
707,4.0
708,1.0
709,1.0833333333333335
710,1.9166666666666667
711,1.0
712,4.916666666666666
713,5.0
714,1.1666666666666665
715,1.0833333333333335
716,5.0
717,4.05
718,4.25
719,1.3333333333333335
720,4.75
721,1.75
722,4.083333333333333
723,3.75
724,1.0
725,4.75
726,4.416666666666667
727,4.916666666666666
728,4.166666666666667
729,1.5
730,4.416666666666667
731,1.0
732,4.833333333333334
733,4.083333333333334
734,3.083333333333333
735,4.666666666666666
736,1.8333333333333335
737,4.916666666666666
738,5.0
739,4.333333333333333
740,4.666666666666666
741,1.0
742,4.916666666666666
743,2.0357142857142856
744,1.1
745,1.0
746,1.0
747,1.5
748,1.4166666666666665
749,1.0833333333333335
750,1.3333333333333335
751,1.4166666666666665
752,1.0
753,1.0833333333333335
754,1.8333333333333335
755,1.0
756,2.25
757,4.916666666666666
758,1.75
759,3.416666666666667
760,3.333333333333333
761,1.6666666666666665
762,2.75
763,4.666666666666666
764,2.4166666666666665
765,4.333333333333333
766,4.333333333333333
767,1.3928571428571428
768,1.5
769,3.166666666666667
770,5.0
771,4.833333333333334
772,4.916666666666666
773,4.05
774,4.1
775,1.9
776,1.2857142857142856
777,4.142857142857142
778,2.25
779,1.1666666666666665
780,1.0
781,4.333333333333333
782,4.833333333333334
783,4.916666666666666
784,5.0
785,3.916666666666667
786,3.416666666666667
787,4.166666666666667
788,1.5
789,4.0
790,4.666666666666666
791,3.0
792,5.0
793,2.857142857142857
794,4.916666666666666
795,4.666666666666666
796,4.333333333333333
797,4.833333333333334
798,4.916666666666666
799,5.0
800,5.0
801,4.833333333333334
802,4.083333333333333
803,2.6666666666666665
804,4.75
805,4.285714285714286
806,4.666666666666666
807,4.25
808,3.75
809,2.3333333333333335
810,4.666666666666666
811,4.916666666666666
812,4.6
813,4.916666666666666
814,3.416666666666667
815,3.083333333333333
816,4.916666666666666
817,4.083333333333333
818,4.916666666666666
819,3.666666666666667
820,4.333333333333333
821,3.75
822,4.0
823,4.583333333333334
824,1.0
825,1.5833333333333335
826,4.6
827,4.916666666666666
828,1.75
829,4.166666666666667
830,5.0
831,4.9
832,4.0
833,4.25
834,4.833333333333334
835,3.5
836,4.0
837,4.916666666666666
838,1.0
839,4.8
840,4.666666666666666
841,4.916666666666666
842,2.0
843,4.416666666666666
844,4.166666666666667
845,4.1
846,2.5
847,1.25
848,4.916666666666666
849,4.7
850,3.55
851,2.0
852,1.0833333333333335
853,4.666666666666666
854,4.916666666666666
855,5.0
856,3.05
857,4.035714285714286
858,2.5
859,4.916666666666666
860,1.5714285714285714
861,2.0833333333333335
862,4.083333333333333
863,1.0
864,5.0
865,4.333333333333333
866,1.1666666666666665
867,5.0
868,4.916666666666666
869,3.416666666666667
870,1.25
871,1.0833333333333335
872,1.5
873,2.75
874,2.083333333333333
875,2.678571428571429
876,2.0
877,1.3333333333333335
878,2.666666666666667
879,1.9166666666666665
880,1.5
881,1.6
882,1.0833333333333335
883,2.3333333333333335
884,1.0
885,1.5833333333333335
886,4.166666666666667
887,1.9166666666666665
888,4.75
889,2.6666666666666665
890,1.0833333333333335
891,2.071428571428571
892,3.0833333333333335
893,4.928571428571429
894,1.0
895,5.0
896,4.75
897,4.916666666666666
898,4.416666666666667
899,3.1666666666666665
900,3.1666666666666665
901,4.166666666666667
902,4.25
903,1.5833333333333335
904,4.833333333333334
905,4.666666666666666
906,1.5833333333333335
907,4.333333333333333
908,1.5833333333333335
909,3.083333333333333
910,3.821428571428571
911,1.3333333333333335
912,4.916666666666666
913,4.416666666666667
914,4.166666666666667
915,4.1
916,4.916666666666666
917,4.083333333333333
918,2.333333333333333
919,4.75
920,4.5
921,4.833333333333334
922,4.333333333333333
923,4.916666666666666
924,1.0
925,4.916666666666666
926,4.416666666666667
927,5.0
928,4.75
929,1.0
930,4.1
931,1.0
932,4.5
933,4.25
934,3.821428571428571
935,4.583333333333334
936,4.833333333333334
937,1.0714285714285714
938,4.916666666666666
939,4.666666666666666
940,4.25
941,4.416666666666667
942,1.8333333333333333
943,1.2
944,2.1
945,1.7
946,1.6666666666666667
947,1.0
948,1.5
949,1.1
950,2.0
951,1.25
952,1.0833333333333335
953,2.0833333333333335
954,4.416666666666666
955,1.0
956,1.0833333333333335
957,1.6666666666666665
958,1.9166666666666665
959,1.1666666666666665
960,1.0
961,1.0
962,1.0
963,1.0
964,1.4166666666666665
965,4.75
966,2.1666666666666665
967,5.0
968,4.75
969,1.0
970,2.0
971,4.083333333333333
972,1.0833333333333335
973,1.5833333333333335
974,1.0
975,3.821428571428571
976,2.083333333333333
977,1.3333333333333335
978,1.25
979,4.857142857142858
980,1.75
981,4.833333333333334
982,4.75
983,4.833333333333334
984,4.083333333333333
985,4.916666666666666
986,1.0833333333333335
987,3.083333333333333
988,1.1428571428571428
989,5.0
990,4.0
991,2.25
992,4.833333333333334
993,4.916666666666666
994,4.916666666666666
995,4.6
996,4.833333333333334
997,5.0
998,3.75
999,3.416666666666667
1000,4.166666666666667
1001,4.916666666666666
1002,4.333333333333333
1003,3.166666666666667
1004,1.5
1005,4.916666666666666
1006,3.4166666666666665
1007,5.0
1008,4.666666666666666
1009,5.0
1010,4.916666666666666
1011,4.833333333333334
1012,5.0
1013,2.25
1014,4.416666666666666
1015,4.166666666666667
1016,4.1
1017,4.833333333333334
1018,4.083333333333333
1019,4.583333333333334
1020,4.928571428571429
1021,1.1666666666666665
1022,5.0
1023,1.0833333333333335
1024,4.833333333333334
1025,1.0
1026,4.1
1027,1.5833333333333335
1028,1.0
1029,3.083333333333333
1030,1.1666666666666665
1031,2.6
1032,2.8333333333333335
1033,1.0
1034,2.25
1035,5.0
1036,1.1666666666666665
1037,1.0
1038,1.8
1039,1.85
1040,1.3333333333333335
1041,1.25
1042,1.5833333333333333
1043,1.0833333333333335
1044,1.0
1045,1.0833333333333335
1046,1.25
1047,4.333333333333333
1048,2.333333333333333
1049,4.333333333333334
1050,1.4166666666666665
1051,1.0833333333333335
1052,1.0833333333333335
1053,5.0
1054,3.1666666666666665
1055,4.166666666666667
1056,4.035714285714286
1057,1.25
1058,1.1666666666666665
1059,3.5
1060,4.928571428571429
1061,4.0
1062,3.666666666666667
1063,4.583333333333334
1064,4.833333333333334
1065,1.0
1066,1.0
1067,1.0
1068,1.0
1069,1.0714285714285714
1070,1.0
1071,4.416666666666667
1072,4.916666666666666
1073,4.666666666666666
1074,1.0
1075,4.916666666666666
1076,1.5
1077,3.25
1078,4.75
1079,1.1666666666666665
1080,4.166666666666667
1081,1.0
1082,1.0
1083,1.0833333333333335
1084,1.4166666666666665
1085,4.25
1086,1.0833333333333335
1087,3.25
1088,3.821428571428571
1089,1.8333333333333335
1090,1.3214285714285714
1091,2.583333333333333
1092,3.892857142857143
1093,5.0
1094,4.75
1095,1.25
1096,4.416666666666666
1097,1.8333333333333333
1098,4.916666666666666
1099,4.75
1100,1.0
1101,2.9642857142857144
1102,2.416666666666667
1103,3.821428571428571
1104,1.3333333333333335
1105,1.3333333333333335
1106,5.0
1107,1.5
1108,2.0833333333333335
1109,4.166666666666667
1110,3.083333333333333
1111,4.916666666666666
1112,3.583333333333333
1113,4.75
1114,2.1666666666666665
1115,3.5
1116,4.357142857142858
1117,4.666666666666666
1118,2.0
1119,5.0
1120,5.0
1121,4.666666666666666
1122,2.583333333333333
1123,3.0
1124,3.25
1125,3.833333333333333
1126,3.333333333333333
1127,4.9
1128,1.5
1129,1.0
1130,1.5
1131,1.3
1132,1.0
1133,1.85
1134,1.0
1135,1.0833333333333335
1136,2.666666666666667
1137,1.85
1138,3.416666666666667
1139,4.166666666666667
1140,4.166666666666667
1141,4.916666666666666
1142,4.333333333333333
1143,3.833333333333333
1144,4.0
1145,4.583333333333334
1146,3.916666666666667
1147,3.0
1148,2.4166666666666665
1149,1.5833333333333333
1150,2.0
1151,1.1666666666666665
1152,4.333333333333333
1153,2.25
1154,2.9642857142857144
1155,4.916666666666666
1156,3.833333333333333
1157,1.0
1158,4.666666666666666
1159,1.0
1160,3.916666666666667
1161,4.75
1162,4.083333333333333
1163,1.9166666666666667
1164,1.0833333333333335
1165,3.5
1166,2.25
1167,1.3333333333333335
1168,3.166666666666667
1169,3.5
1170,4.333333333333333
1171,5.0
1172,2.1666666666666665
1173,3.1666666666666665
1174,2.1666666666666665
1175,4.9
1176,2.833333333333333
1177,3.65
1178,1.25
1179,3.0833333333333335
1180,3.3
1181,2.583333333333333
1182,1.4166666666666665
1183,1.0714285714285714
1184,4.916666666666666
1185,2.333333333333333
1186,4.75
1187,1.6666666666666665
1188,4.1
1189,1.1
1190,2.0
1191,1.25
1192,1.1666666666666665
1193,1.25
1194,1.1666666666666665
1195,1.0
1196,1.0
1197,1.0
1198,1.5
1199,4.916666666666666
1200,1.0833333333333335
1201,3.1666666666666665
1202,4.166666666666667
1203,4.1
1204,1.0
1205,1.0833333333333335
1206,3.25
1207,4.916666666666666
1208,1.5833333333333335
1209,2.916666666666667
1210,1.75
1211,2.25
1212,1.0833333333333335
1213,1.0
1214,1.0
1215,4.666666666666666
1216,3.333333333333333
1217,3.916666666666667
1218,4.416666666666666
1219,4.25
1220,1.0
1221,1.25
1222,3.5
1223,2.1666666666666665
1224,2.0
1225,2.25
1226,1.25
1227,1.0833333333333335
1228,1.25
1229,1.1666666666666665
1230,4.666666666666666
1231,1.0833333333333335
1232,1.25
1233,1.0833333333333335
1234,1.3
1235,1.6666666666666665
1236,1.4166666666666665
1237,1.0
1238,2.416666666666667
1239,1.25
1240,4.333333333333333
1241,1.0
1242,1.0
1243,1.0
1244,4.75
1245,3.416666666666667
1246,4.833333333333334
1247,1.5833333333333335
1248,1.6666666666666665
1249,4.75
1250,2.0
1251,3.166666666666667
1252,4.583333333333334
1253,1.0
1254,1.4166666666666665
1255,4.875
1256,4.666666666666666
1257,4.916666666666666
1258,1.25
1259,3.416666666666667
1260,1.1666666666666665
1261,4.416666666666666
1262,4.1
1263,2.0357142857142856
1264,4.333333333333333
1265,1.45
1266,4.0
1267,1.3333333333333335
1268,1.3333333333333335
1269,1.1666666666666665
1270,1.0
1271,1.0
1272,1.0714285714285714
1273,1.0
1274,4.166666666666667
1275,1.6
1276,1.45
1277,1.3333333333333335
1278,4.25
1279,1.25
1280,1.5
1281,1.0
1282,4.416666666666667
1283,1.0833333333333335
1284,4.5
1285,1.4166666666666665
1286,1.0
1287,4.916666666666666
1288,3.321428571428571
1289,1.0833333333333335
1290,4.25
1291,1.25
1292,4.083333333333333
1293,4.0
1294,1.0833333333333335
1295,3.0
1296,2.6666666666666665
1297,1.5
1298,2.1666666666666665
1299,1.1666666666666665
1300,1.0
1301,5.0
1302,4.916666666666666
1303,1.0
1304,4.166666666666667
1305,1.0
1306,2.0
1307,4.916666666666666
1308,1.1666666666666665
1309,4.75
1310,3.5
1311,4.833333333333334
1312,1.5
1313,1.3333333333333335
1314,3.583333333333333
1315,4.666666666666666
1316,5.0
1317,1.4
1318,5.0
1319,4.25
1320,4.25
1321,1.4285714285714286
1322,4.583333333333334
1323,4.083333333333333
1324,1.0
1325,1.4166666666666665
1326,1.0714285714285714
1327,4.0
1328,3.083333333333333
1329,1.2857142857142856
1330,2.5357142857142856
1331,4.875
1332,1.125
1333,5.0
1334,4.083333333333333
1335,1.1666666666666665
1336,3.5
1337,4.25
1338,1.5
1339,1.3333333333333335
1340,4.333333333333333
1341,2.4166666666666665
1342,3.833333333333333
1343,3.821428571428571
1344,4.0
1345,4.8
1346,2.166666666666667
1347,2.3333333333333335
1348,3.916666666666667
1349,1.4166666666666665
1350,2.4642857142857144
1351,4.916666666666666
1352,4.916666666666666
1353,4.666666666666666
1354,2.4166666666666665
1355,4.333333333333333
1356,1.0833333333333335
1357,4.928571428571429
1358,4.166666666666667
1359,4.916666666666666
1360,3.416666666666667
1361,1.0
1362,4.333333333333333
1363,4.75
1364,1.3333333333333335
1365,4.1
1366,1.0833333333333335
1367,1.0
1368,4.75
1369,1.2142857142857144
1370,1.0833333333333335
1371,4.333333333333333
1372,2.9642857142857144
1373,1.0
1374,3.821428571428571
1375,2.1666666666666665
1376,1.25
1377,1.3333333333333335
1378,4.75
1379,2.0
1380,4.416666666666666
1381,4.1
1382,1.0
1383,4.083333333333333
1384,1.6666666666666665
1385,4.583333333333334
1386,2.0
1387,4.357142857142858
1388,4.583333333333334
1389,1.4166666666666665
1390,4.75
1391,3.416666666666667
1392,4.1
1393,4.083333333333333
1394,4.916666666666666
1395,1.25
1396,2.1666666666666665
1397,4.333333333333333
1398,1.0833333333333335
1399,3.833333333333333
1400,3.833333333333333
1401,4.666666666666666
1402,1.5833333333333335
1403,2.916666666666667
1404,1.25
1405,1.0833333333333335
