,ResponseId,overall_score,normal_score,expert_score,diff_normed_score,n_graded,n_ungraded,n_total,mean_score_per_item,mean_diff_normed_score_per_item,accumulated_difficulty
42,R_3qK9HL1UIzK92MG,13.833333333333332,13.166666666666666,14.5,5.410055931483166,3,0,3,4.611111111111111,1.8033519771610553,1.8202073545764779
43,R_616NzOp9CQR5coo,6.25,6.0,6.5,2.500105680676475,2,1,3,2.0833333333333335,0.8333685602254918,1.8802769482428086
44,R_6v6cp0SNipCZJqV,9.25,9.0,9.5,3.378286827266346,2,0,2,4.625,1.689143413633173,1.2606326670581485
45,R_3Wu3EGpCFW6Qbuk,16.766666666666666,16.53333333333333,17.0,6.501331538392024,4,1,5,3.353333333333333,1.3002663076784047,2.9577716910185425
46,R_7rGSNqpHRRXGZWh,3.966666666666667,4.933333333333334,3.0,1.896036612477463,3,0,3,1.3222222222222222,0.6320122041591544,1.5536831485103892
47,R_7U2V9B5aP4N5bKp,3.0,4.0,2.0,1.395844423832894,2,0,2,1.5,0.697922211916447,1.016722866349662
48,R_6NaHI4FRAJFo4fZ,12.999999999999998,12.5,13.5,5.224590002984584,5,0,5,2.5999999999999996,1.0449180005969168,2.7837722036621684
49,R_3fkIyfPjf94dl8o,7.416666666666666,8.833333333333332,6.0,3.0493026051335237,5,1,6,1.236111111111111,0.5082171008555872,3.520282267188521
50,R_7onYeAhpKiYWobL,8.916666666666666,9.333333333333332,8.5,4.4811852265710845,4,0,4,2.2291666666666665,1.1202963066427711,2.1248746464187813
51,R_1mbwAksBbHkjRxT,14.083333333333334,13.166666666666668,15.0,6.79508911674637,3,0,3,4.694444444444445,2.265029705582123,1.5536831485103892
52,R_1riWAwAgFR9OYj9,19.916666666666664,18.833333333333332,21.0,8.709656768166864,5,0,5,3.983333333333333,1.741931353633373,2.8411195215790985
53,R_71C2kK0ya2WVTj3,8.166666666666666,9.333333333333332,7.0,4.048900682978649,3,0,3,2.722222222222222,1.3496335609928831,1.702088649998359
54,R_53wlqQMRl8RoPUR,14.75,14.5,15.0,6.373236381355463,3,0,3,4.916666666666667,2.1244121271184877,1.702088649998359
55,R_3hrNeSuAdYDCaL7,15.083333333333334,14.166666666666664,16.0,6.812725780490958,4,0,4,3.7708333333333335,1.7031814451227394,2.222410061457962
56,R_6mXDO57GGpQM4Q8,18.75,17.5,20.0,8.201941392133214,4,0,4,4.6875,2.0504853480333036,2.264659806694955
57,R_3NDJv5Msv9mPkGK,19.099999999999998,18.2,20.0,8.332282434700996,4,0,4,4.7749999999999995,2.083070608675249,2.2565318219567883
58,R_3cl2IMba6u7Q2Nr,9.516666666666666,9.033333333333333,10.0,4.731704747024105,2,0,2,4.758333333333333,2.3658523735120527,1.0106565297262375
59,R_6NWzqbX4O0AMjJv,14.383333333333331,13.766666666666666,15.0,6.321703143593461,3,0,3,4.794444444444443,2.1072343811978205,1.684912617025784
60,R_5LqyB71r6ag7pal,9.583333333333332,9.166666666666666,10.0,4.811458905107208,2,0,2,4.791666666666666,2.405729452553604,0.9995468333770865
61,R_7PodChoqtIWfEkN,20.416666666666664,19.833333333333332,21.0,8.108131175590014,5,0,5,4.083333333333333,1.6216262351180029,3.045541361002383
62,R_1IbBFfixZh63O47,3.416666666666667,2.8333333333333335,4.0,1.542665535001713,2,0,2,1.7083333333333335,0.7713327675008566,1.164581089100422
63,R_5DAIrNhtzGGUJgt,19.083333333333332,18.166666666666664,20.0,7.490348991689195,4,0,4,4.770833333333333,1.8725872479222987,2.4187210674849897
64,R_3gw89p3wacWQFRn,9.333333333333332,8.666666666666666,10.0,3.8524249593120565,2,0,2,4.666666666666666,1.9262124796560283,1.164581089100422
65,R_57Jf15YvbX6JX9g,9.333333333333332,8.666666666666666,10.0,3.8524249593120565,2,0,2,4.666666666666666,1.9262124796560283,1.164581089100422
66,R_6ieepBYwPOcVPZO,19.32142857142857,18.142857142857142,20.5,8.03447426250894,5,0,5,3.864285714285714,1.606894852501788,2.937910068438713
67,R_6HnmuPESQ911bSs,3.25,4.5,2.0,1.462762961892282,2,0,2,1.625,0.731381480946141,1.077330004595708
68,R_7HiuT8KLZwyWhV9,6.916666666666666,5.833333333333333,8.0,2.8413679662808677,2,0,2,3.458333333333333,1.4206839831404339,1.1243929919781714
69,R_30x9wSvmkEmbVoB,11.440476190476192,10.880952380952381,12.0,4.296777648099301,3,0,3,3.8134920634920637,1.4322592160331002,1.8455445254483647
70,R_1LjuLUT4Y6CYGNe,19.266666666666666,18.533333333333335,20.0,7.108596171791156,4,0,4,4.816666666666666,1.777149042947789,2.520228319770523
71,R_5XBVD7OnUiSPYzv,24.416666666666664,23.833333333333332,25.0,9.069602599392457,5,0,5,4.883333333333333,1.8139205198784913,3.1383180668813524
72,R_6PA4QEiXZDENKp1,10.916666666666668,10.833333333333334,11.0,4.00631101839795,3,0,3,3.6388888888888893,1.33543700613265,1.8986738494542523
73,R_5fjcrirfMR1Dwul,5.816666666666666,6.133333333333334,5.5,2.2291769266046595,4,0,4,1.4541666666666666,0.5572942316511649,2.5177389646331685
74,R_7IcV6n5DqSpqtcR,1.0833333333333335,1.1666666666666667,1.0,0.44694789769776894,1,0,1,1.0833333333333335,0.44694789769776894,0.5874327098174441
75,R_6XoaIFqgUFLI7kJ,2.0,2.0,2.0,0.7272015065338586,1,1,2,1.0,0.3636007532669293,1.2727984934661414
76,R_7JKsUnPA3jzjDRI,15.333333333333332,13.666666666666666,17.0,5.884006037330471,5,0,5,3.0666666666666664,1.176801207466094,3.1000401588907116
77,R_1NxJpYzFJggITGm,6.476190476190476,5.9523809523809526,7.0,2.716235773980467,2,0,2,3.238095238095238,1.3581178869902335,1.1576893866623128
78,R_3rUW4R8o2RDWKZB,6.5,6.5,6.5,2.5297290342856695,2,0,2,3.25,1.2648645171428348,1.2010106543786798
79,R_1QDFcDrzwXtPhSw,17.25,17.5,17.0,6.561888719805941,4,0,4,4.3125,1.6404721799514852,2.456633114872246
80,R_5dWeWShB7qgdljb,4.5166666666666675,5.533333333333333,3.5,1.6364843630926618,2,0,2,2.2583333333333337,0.8182421815463309,1.2581118156309206
81,R_18IHc8q1xLCnQHe,1.0,1.0,1.0,0.41863362680598026,0,1,1,1.0,0.41863362680598026,0.5813663731940197
82,R_6kgGwRyVnn2pfaN,9.583333333333332,8.666666666666666,10.5,3.9553889311022274,3,0,3,3.194444444444444,1.318462977034076,1.8379236547511093
83,R_1HvLzzAFpuugjE9,8.833333333333332,7.666666666666666,10.0,3.33373062146007,2,1,3,2.944444444444444,1.11124354048669,1.8355063515785874
84,R_67jsyOVtJ4io3hM,8.32142857142857,8.142857142857142,8.5,2.913391229411167,3,0,3,2.7738095238095233,0.9711304098037222,1.9414159511648752
85,R_3hGCmhPK0roMNK6,7.5,7.5,7.5,2.625423752992973,3,0,3,2.5,0.8751412509976576,1.8666464004664296
86,R_3wo5ExxrXHBVtdF,6.666666666666666,6.333333333333333,7.0,2.685607360542007,3,0,3,2.222222222222222,0.8952024535140023,1.8901181576934736
87,R_3pECSJ1nV3ebG8v,4.666666666666666,4.333333333333333,5.0,2.005468841390612,1,0,1,4.666666666666666,2.005468841390612,0.5702566768448688
88,R_3LYjBidWcX7T3mo,1.0,1.0,1.0,0.3232545575630993,1,0,1,1.0,0.3232545575630993,0.6767454424369007
89,R_3kvWEB9djiIi0IW,15.708333333333332,15.416666666666664,16.0,5.851320637434824,4,0,4,3.927083333333333,1.462830159358706,2.5422650158521116
90,R_1FenkheohNSgeLu,4.071428571428571,4.142857142857142,4.0,1.4808245954023955,4,0,4,1.0178571428571428,0.3702061488505989,2.5422650158521116
91,R_1PcY1LS2Mfhz64A,7.333333333333332,7.666666666666666,7.0,2.4615631704675525,3,0,3,2.444444444444444,0.8205210568225175,1.971073517943719
92,R_32V2gkHfxz9ROBB,9.916666666666666,9.833333333333332,10.0,3.1726424263392357,2,0,2,4.958333333333333,1.5863212131696178,1.3600495779708555
93,R_6HAHLrUWhq9nby4,11.066666666666666,11.133333333333333,11.0,4.057867033801489,3,0,3,3.6888888888888887,1.3526223446004961,1.9333027239939904
94,R_7Kuxq2JKf3BOKPH,6.0,6.0,6.0,2.208197622619997,2,0,2,3.0,1.1040988113099985,1.3050100648333576
95,R_6RqfSAN0DF8nnsa,2.3333333333333335,1.6666666666666667,3.0,0.8528433732002159,1,0,1,2.3333333333333335,0.8528433732002159,0.6344956971999075
96,R_1paSSMOwVWpJyn2,5.333333333333333,4.666666666666666,6.0,1.7811254682554365,2,0,2,2.6666666666666665,0.8905627341277182,1.296389723621561
97,R_7NhDTJ2fxewY5qh,1.3333333333333335,1.1666666666666667,1.5,0.5717446694554769,1,0,1,1.3333333333333335,0.5717446694554769,0.5711914979083924
