,DeepMind: Gemini 3 Pro - High Reasoning - 0.1 Temperature - Multiple Context (2025-11-19),DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-11),OpenAI: GPT 4.1 - Single Context (2025-07-21),DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),OpenAI: o3 Pro - Multiple Context - High Reasoning (2025-07-21),OpenAI: o3 Pro - Multiple Context - High Reasoning (2025-09-16),OpenAI: ChatGPT-4o - Multiple Context (2025-07-25),DeepMind: Gemini 3 Pro - High Reasoning - 1.0 Temperature - Multiple Context (2025-11-19),OpenAI: o4-mini - Multiple Context - Medium Reasoning (2025-07-14),Alibaba: Qwen 3 VL 235b a22b Thinking - Multiple Context (2025-11-20),OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-15),OpenAI: o3 Pro - Single Context - High Reasoning (2025-07-21),OpenAI: o4-mini - Single Context - High Reasoning (2025-07-21),OpenAI: o3 w/ GPT-image-1 - Multiple Context - Med Reasoning (2025-07-14),OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),OpenAI: ChatGPT-4o - Single Context (2025-07-25),OpenAI: o3 - Multiple Context - Medium Reasoning (2025-09-12),OpenAI: o3 - Multiple Context - Low Reasoning (2025-09-12),Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),OpenAI: GPT 4.1 w/ GPT-Image-1 - Single Context (2025-07-21),OpenAI: GPT 5 - Multiple Context - Minimal Reasoning (2025-09-16),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),OpenAI: GPT 4.1 - Multiple Context (2025-07-21),OpenAI: o3 - Multiple Context - High Reasoning (2025-07-21),OpenAI: o4-mini - Single Context - Medium Reasoning (2025-07-14),OpenAI: GPT 4.1 w/ GPT-image-1 - Multiple Context (2025-07-21),OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-21),Alibaba: Qwen 3 235b a22b Thinking 2507 - Multiple Context (2025-11-20),OpenAI: o3 - Single Context - High Reasoning (2025-07-21),DeepMind: Gemini 3 Pro - High Reasoning - 0.55 Temperature - Multiple Context (2025-11-19),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),DeepSeek: R1 0528 - Multiple Context (2025-11-20),DeepMind: Gemini 2.5 Pro - Single Context - Dynamic Thinking (2025-07-21),Anthropic: Claude Opus 4.1 - Multiple Context - Extended Thinking 9000t (2025-09-11),OpenAI: o4-mini - Multiple Context - High Reasoning (2025-07-21),DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),OpenAI: gpt-oss-120b - High Reasoning - Multiple Context (2025-11-20),OpenAI: o3 - Multiple Context - High Reasoning (2025-09-15)
10,4.75,2.5,4.035714285714286,1.3,1.0833333333333335,4.75,4.75,4.75,4.75,1.6428571428571428,4.875,4.75,4.75,4.75,4.75,4.035714285714286,4.75,1.8,3.35,4.035714285714286,2.4166666666666665,1.2,4.75,2.5,3.65,4.75,4.75,4.25,4.75,4.75,4.75,1.7,2.4166666666666665,4.75,2.4166666666666665,4.75,1.25,4.75,4.75,4.75,1.9,2.65,4.75
11,4.125,1.0,4.916666666666666,3.5,1.6666666666666665,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,1.25,1.0,3.5,4.916666666666666,3.55,4.916666666666666,3.5,1.25,4.916666666666666,1.6666666666666665,1.5,3.4166666666666665,1.625,3.5,1.0,1.5833333333333335,4.916666666666666,1.5833333333333335,3.5,1.0,1.0,4.916666666666666,1.2,4.714285714285714,4.916666666666666,1.55,4.916666666666666,1.5,1.0,1.5,4.916666666666666,3.0,1.0,4.916666666666666
12,5.0,1.35,5.0,1.35,1.0,4.833333333333334,3.8,1.5833333333333335,5.0,1.75,4.416666666666667,5.0,4.833333333333334,1.25,1.0,1.5714285714285714,1.5714285714285714,1.2,1.5714285714285714,1.5714285714285714,1.0,1.5,5.0,1.0,1.5,4.833333333333334,1.4166666666666665,1.0,1.5714285714285714,2.1,1.0,1.1,1.0833333333333335,5.0,1.0,5.0,1.0,1.2142857142857144,1.5714285714285714,5.0,1.0714285714285714,1.5,5.0
13,4.833333333333334,1.25,4.833333333333334,1.25,1.4166666666666665,4.833333333333334,4.833333333333334,1.0,4.833333333333334,4.833333333333334,1.5833333333333335,4.833333333333334,4.833333333333334,4.833333333333334,1.9166666666666665,4.833333333333334,1.0,4.833333333333334,2.5,1.9166666666666665,1.0,4.833333333333334,4.833333333333334,1.55,1.9166666666666665,4.833333333333334,4.833333333333334,1.3333333333333335,4.833333333333334,1.0,4.833333333333334,1.1,4.833333333333334,4.833333333333334,4.833333333333334,4.833333333333334,1.0,1.5,2.0,4.833333333333334,2.1,4.833333333333334,4.833333333333334
14,4.083333333333333,4.083333333333333,4.083333333333333,1.0833333333333335,1.6,2.2,1.65,4.083333333333333,4.083333333333333,1.25,3.85,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,2.333333333333333,1.5,1.5,1.1,1.0714285714285714,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,3.05,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,4.083333333333333,1.85,4.083333333333333,4.083333333333333,4.083333333333333,1.0,1.5,4.083333333333333
15,4.25,4.25,4.25,1.0,1.2,4.25,4.25,4.25,4.25,4.25,4.2,4.25,2.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,1.625,4.25,4.25,4.25,4.25,1.1,4.25,4.25,4.25,1.0714285714285714,3.75,4.25
16,4.9,4.9,1.6666666666666665,1.6666666666666665,4.9,1.7,1.625,1.0833333333333335,4.9,1.0,2.4,4.9,4.916666666666666,4.9,4.9,3.0,1.1,1.1,1.625,1.0,1.45,1.8333333333333335,1.6,1.0,1.0833333333333335,4.916666666666666,1.3333333333333335,1.9166666666666665,1.625,1.1,1.6666666666666665,1.125,4.9,4.9,1.6666666666666665,3.5,1.4,2.1666666666666665,1.0833333333333335,2.4,1.0,1.25,4.916666666666666
17,4.916666666666666,4.916666666666666,3.4,1.25,1.0,4.75,4.75,2.9166666666666665,4.916666666666666,2.55,1.1666666666666665,4.916666666666666,4.75,1.25,2.0,1.75,1.5833333333333333,4.916666666666666,1.0,1.25,1.0833333333333335,2.9166666666666665,2.25,2.9166666666666665,1.1666666666666665,1.5833333333333333,1.8,1.1666666666666665,1.6666666666666665,1.125,2.0,1.5833333333333333,4.916666666666666,4.916666666666666,1.1666666666666665,1.1666666666666665,1.1,2.333333333333333,1.75,3.4,2.0,1.45,4.75
18,4.0,1.375,4.0,1.0,4.0,4.75,4.75,1.6666666666666665,4.0,1.0,1.75,4.75,4.75,1.5833333333333335,1.7857142857142856,4.0,1.3333333333333335,4.75,4.0,1.5,1.35,2.25,1.25,1.0833333333333335,1.85,1.7857142857142856,1.6666666666666665,1.3333333333333335,1.5,1.3,1.5,1.0833333333333335,1.7857142857142856,4.0,1.5,4.0,1.0,2.0,4.0,4.0,1.6666666666666665,1.0833333333333335,4.0
19,1.35,1.1,1.4166666666666665,1.0,1.0,1.0,2.1,1.1428571428571428,1.85,4.666666666666666,1.1,1.0,1.1,1.4166666666666665,2.75,2.1,1.0,1.0,1.8,1.0,1.0,1.0,1.2,1.1428571428571428,1.0,1.0,1.25,2.4642857142857144,1.45,1.0,1.0,1.0,1.0,1.25,1.35,1.35,1.35,1.0,1.2,1.25,1.5,2.75,1.2
20,2.75,1.5,2.75,1.5,4.6,2.75,1.5,1.3333333333333335,3.3,1.4166666666666665,1.35,4.25,3.5,1.5,2.583333333333333,4.5,1.3333333333333335,2.75,1.35,1.2,1.3333333333333335,1.3333333333333335,3.0,1.25,1.3333333333333335,2.75,2.05,2.0833333333333335,2.45,2.0,1.3333333333333335,1.3,3.5,2.75,1.85,2.75,1.2,1.8333333333333335,1.7,1.7,4.25,1.25,3.5
21,2.583333333333333,2.0833333333333335,1.0,1.3333333333333335,2.583333333333333,2.583333333333333,1.5,1.0,3.9,1.0833333333333335,1.0,3.1666666666666665,3.1666666666666665,1.0833333333333335,2.6666666666666665,1.0,1.25,2.1,1.1,1.25,1.25,1.0,2.3,1.25,1.1666666666666665,2.0,1.25,1.0,1.875,2.05,1.5,1.1,3.1666666666666665,3.9,2.3,1.25,1.0,2.583333333333333,1.55,1.25,1.0833333333333335,1.3,1.25
22,2.6666666666666665,1.0,1.5,1.1428571428571428,1.1666666666666665,2.25,1.75,3.375,1.0,2.6666666666666665,1.0,1.75,1.5833333333333333,4.75,3.0357142857142856,1.1,1.8333333333333333,1.5833333333333333,2.6666666666666665,1.75,3.25,1.25,1.75,1.0,1.0,1.5833333333333333,1.5833333333333333,1.25,2.6666666666666665,1.0,1.5,1.95,2.6666666666666665,2.6666666666666665,1.5,1.75,1.2,1.75,1.0,1.0,1.35,1.4166666666666665,1.95
23,4.75,1.75,3.0357142857142856,3.6,3.0357142857142856,3.0357142857142856,4.3,1.4166666666666665,4.75,4.75,4.75,4.3,4.75,1.0,1.4166666666666665,4.75,1.4166666666666665,3.0357142857142856,3.0357142857142856,1.1666666666666665,2.833333333333333,2.6,3.0357142857142856,1.3333333333333335,1.1666666666666665,1.25,4.6,1.4166666666666665,3.0357142857142856,4.75,3.0357142857142856,1.7,3.0357142857142856,4.75,4.75,4.75,1.0,3.0357142857142856,3.0357142857142856,3.0357142857142856,1.0714285714285714,1.1,4.75
24,4.285714285714286,1.0,1.95,1.0,2.0,4.285714285714286,4.285714285714286,1.5833333333333335,4.285714285714286,4.285714285714286,1.75,4.285714285714286,1.8333333333333335,1.5,4.142857142857142,4.285714285714286,1.25,4.285714285714286,4.285714285714286,1.7,1.4166666666666665,3.0,1.4166666666666665,2.333333333333333,1.5833333333333335,4.285714285714286,1.0833333333333335,2.5,4.285714285714286,1.25,4.285714285714286,2.3,4.285714285714286,2.25,4.285714285714286,4.285714285714286,2.3,1.5,2.416666666666667,2.416666666666667,1.0,1.0,1.75
25,4.142857142857142,1.0,4.142857142857142,1.25,2.416666666666667,4.142857142857142,4.142857142857142,2.4,4.142857142857142,4.142857142857142,1.0,4.142857142857142,4.142857142857142,4.5,1.9166666666666665,4.142857142857142,1.0,1.25,4.142857142857142,1.1,1.2857142857142856,1.4642857142857144,4.142857142857142,1.4166666666666665,1.4642857142857144,4.142857142857142,1.4166666666666665,1.4166666666666665,4.142857142857142,2.3,4.142857142857142,1.1,4.142857142857142,1.95,4.142857142857142,1.25,1.0,1.25,3.0,4.142857142857142,3.666666666666667,1.45,4.142857142857142
26,4.666666666666666,1.0,4.916666666666666,3.6,1.3333333333333335,3.625,4.916666666666666,2.1,4.916666666666666,1.9166666666666665,1.5,4.15,4.666666666666666,4.833333333333334,4.4,1.4,3.625,1.0,1.5,1.3333333333333335,2.0833333333333335,1.1666666666666665,4.666666666666666,2.0833333333333335,2.1,4.666666666666666,4.5,2.0833333333333335,1.0,4.666666666666666,3.0,1.95,3.625,4.916666666666666,1.125,4.666666666666666,2.25,1.0,1.1,3.625,1.6666666666666665,2.1,4.666666666666666
27,3.25,3.416666666666667,2.125,1.0833333333333335,3.8,4.4,2.125,1.0833333333333335,3.25,4.833333333333334,2.0,4.833333333333334,4.833333333333334,4.25,2.75,2.15,2.1,4.4,4.4,1.2,1.0833333333333335,1.375,4.4,1.0,1.0833333333333335,1.3333333333333335,1.2,1.1666666666666665,2.15,2.15,2.15,1.125,1.3333333333333335,3.25,2.1,1.0,2.45,1.3333333333333335,2.416666666666667,3.8,1.1666666666666665,4.333333333333333,2.15
28,4.333333333333333,4.25,3.0,4.333333333333333,1.1666666666666665,2.75,4.2,4.25,4.333333333333333,1.0,4.25,2.75,4.2,4.333333333333333,2.666666666666667,2.75,1.8333333333333335,4.25,4.25,1.9,4.25,1.3,4.25,4.25,4.25,4.25,2.5,4.25,2.75,1.0,2.75,1.55,2.083333333333333,1.625,4.2,4.25,1.625,4.25,4.25,4.333333333333333,4.0,1.8,4.25
29,1.75,1.0,1.0,1.25,1.0,2.666666666666667,2.666666666666667,1.3333333333333335,2.666666666666667,2.35,1.0,1.0,2.666666666666667,1.25,2.1,2.666666666666667,1.5833333333333335,1.0,1.6,1.0,1.25,1.55,2.666666666666667,1.0833333333333335,1.0,1.25,1.25,1.3333333333333335,1.0,1.65,1.2,1.0,2.666666666666667,1.2,2.666666666666667,1.1,1.3,1.5714285714285714,1.0,1.0833333333333335,1.0833333333333335,1.8,1.9166666666666667
30,1.0,1.75,1.75,1.3,2.625,1.0,1.0,1.5,2.0,1.9166666666666667,1.0,1.9166666666666667,1.0,4.05,1.3333333333333335,1.0,1.35,1.75,1.2,1.25,1.1,1.3,2.1,1.25,1.3333333333333335,1.1428571428571428,1.4166666666666665,1.5,1.25,1.25,2.1,2.85,1.8333333333333333,1.0,2.1,2.1,1.1,1.0833333333333335,1.25,1.9166666666666667,4.6,1.0,1.8
31,2.9642857142857144,3.166666666666667,2.9642857142857144,4.05,2.9642857142857144,2.9642857142857144,2.9642857142857144,2.9642857142857144,2.9642857142857144,2.9642857142857144,3.166666666666667,2.9642857142857144,1.5833333333333333,1.5833333333333335,5.0,2.9642857142857144,2.9642857142857144,2.9642857142857144,3.1,2.9642857142857144,3.166666666666667,2.9642857142857144,2.9642857142857144,3.166666666666667,1.6666666666666665,2.9642857142857144,3.166666666666667,1.6666666666666665,1.0,1.0,2.9642857142857144,1.0,3.166666666666667,2.9642857142857144,1.0,1.3333333333333335,1.45,1.6428571428571428,2.9642857142857144,2.9642857142857144,2.5,1.75,3.0
32,4.333333333333334,1.3333333333333335,5.0,1.25,1.5833333333333335,5.0,5.0,1.45,5.0,1.5833333333333335,2.0,5.0,4.916666666666666,2.416666666666667,1.5357142857142856,3.8,1.75,5.0,5.0,1.25,1.6666666666666665,1.85,1.0,1.0,1.9642857142857144,3.8,1.6428571428571428,1.35,1.3333333333333335,1.85,5.0,2.15,5.0,5.0,1.6666666666666665,5.0,2.0,4.833333333333334,1.6666666666666665,1.5833333333333335,1.5714285714285714,1.0,5.0
33,2.1,1.4642857142857144,4.125,1.5,1.3333333333333335,4.125,2.5,1.3333333333333335,2.1,4.583333333333334,1.5,3.9,2.5,1.75,1.85,4.125,2.0,2.0,2.8,1.75,1.6,2.5,1.25,2.0,1.25,1.0833333333333335,3.1,1.25,3.0,1.1666666666666665,1.25,1.2,1.4642857142857144,2.1,2.45,1.25,1.3,2.0,1.4642857142857144,4.125,1.0,1.5,3.25
34,4.5,4.0,2.821428571428571,1.6666666666666665,1.0833333333333335,1.75,2.821428571428571,1.2,4.05,1.75,1.3333333333333335,4.0,1.0,2.25,2.6666666666666665,4.0,1.6666666666666665,4.0,2.821428571428571,4.0,1.0,4.0,1.75,4.0,4.0,1.75,1.9166666666666665,1.6666666666666667,1.85,1.6666666666666665,2.821428571428571,1.4166666666666665,3.916666666666667,1.2,1.75,1.75,1.1666666666666665,1.6666666666666665,4.0,1.75,1.1,2.25,1.75
35,3.25,1.3333333333333335,1.9,1.45,2.0833333333333335,1.9,1.9,2.6666666666666665,4.25,2.6666666666666665,3.166666666666667,2.6666666666666665,1.0,2.666666666666667,2.666666666666667,1.9,1.45,2.6666666666666665,1.0833333333333335,1.3333333333333335,1.25,2.6666666666666665,1.9,2.6666666666666665,2.6666666666666665,1.9,2.25,2.6666666666666665,2.6666666666666665,1.45,1.9,2.2,4.0,4.25,1.9,2.6666666666666665,3.0,1.45,1.95,1.0833333333333335,4.5,3.0,1.0833333333333335
36,2.416666666666667,2.416666666666667,2.375,2.375,3.0,3.6,3.166666666666667,2.5,2.375,2.666666666666667,1.4,2.416666666666667,2.416666666666667,1.3333333333333335,1.4166666666666665,2.375,1.8333333333333333,3.0,2.7,3.166666666666667,2.5,3.2,3.0,1.4166666666666665,2.416666666666667,2.416666666666667,2.666666666666667,2.416666666666667,3.166666666666667,2.3,3.0,1.1,3.6,2.375,3.6,3.0,2.1,2.6666666666666665,1.4,3.25,3.7,1.4166666666666665,2.666666666666667
37,1.4166666666666665,1.0833333333333335,1.6666666666666665,2.75,1.6428571428571428,3.75,1.0,1.7,1.4166666666666665,1.4166666666666665,1.9,1.0,1.6666666666666665,1.3333333333333335,1.9166666666666665,3.75,1.0,1.4166666666666665,1.0,1.4166666666666665,1.2142857142857144,1.55,4.083333333333333,1.5,1.0,1.0,1.0833333333333335,1.3333333333333335,1.0,1.4166666666666665,1.0,1.625,3.821428571428571,1.4166666666666665,1.0833333333333335,1.4166666666666665,1.0,1.4166666666666665,1.4166666666666665,1.4166666666666665,1.1666666666666665,3.55,3.75
38,4.0,1.5,1.9166666666666665,1.0,1.9166666666666665,2.3333333333333335,2.3333333333333335,1.1666666666666665,4.0,2.6666666666666665,1.25,1.9166666666666665,2.0833333333333335,1.25,1.625,2.2,1.0,2.2,2.2,1.1666666666666665,1.5,1.1666666666666665,1.9166666666666665,1.5,4.0,2.2,1.9166666666666665,1.0,4.166666666666667,1.1666666666666665,4.0,1.2,2.0833333333333335,4.0,1.75,1.75,1.1,1.4166666666666665,4.0,4.166666666666667,,1.3333333333333335,2.3333333333333335
39,1.3333333333333335,1.1666666666666665,2.125,4.583333333333334,1.3333333333333335,2.125,2.2,1.4166666666666665,1.5,1.1666666666666665,1.35,1.7,2.1,4.571428571428571,4.571428571428571,1.0,1.0,4.583333333333334,2.2,1.1666666666666665,1.0833333333333335,1.1,1.0,1.5,1.625,2.2,1.3333333333333335,1.3333333333333335,1.0,1.625,1.3333333333333335,1.0,2.1,1.5,1.0,1.0,1.1666666666666665,1.4166666666666665,1.4166666666666665,2.2,,2.3,1.0
40,4.571428571428571,1.0,4.333333333333333,1.0833333333333335,1.0833333333333335,4.571428571428571,4.571428571428571,1.0,4.571428571428571,1.2,1.3,4.571428571428571,4.571428571428571,1.25,1.25,1.0833333333333335,1.0833333333333335,1.0833333333333335,4.571428571428571,1.8,1.4166666666666665,1.75,1.5,1.0833333333333335,1.0833333333333335,4.571428571428571,1.1666666666666665,1.0833333333333335,1.0833333333333335,1.0833333333333335,1.5,1.0,4.571428571428571,4.571428571428571,1.5,1.6,1.9,1.0833333333333335,1.7,1.0833333333333335,,1.5833333333333335,4.571428571428571
41,5.0,1.5833333333333335,1.0,1.0,1.6,5.0,5.0,1.1666666666666665,5.0,5.0,1.3,5.0,5.0,1.25,4.5,5.0,1.0,5.0,1.1666666666666665,1.0833333333333335,1.0833333333333335,1.4166666666666665,1.0833333333333335,1.9166666666666667,1.1666666666666665,5.0,1.1666666666666665,1.0,2.45,1.0833333333333335,5.0,1.3,5.0,5.0,1.4166666666666665,5.0,1.3,1.0833333333333335,3.6,1.0,,1.0,5.0
42,4.833333333333334,1.25,4.833333333333334,1.25,4.833333333333334,1.9166666666666667,4.833333333333334,1.0,4.916666666666666,4.875,1.2,1.25,4.916666666666666,1.3333333333333335,1.9166666666666667,1.9166666666666667,4.875,1.25,1.9166666666666667,4.833333333333334,1.25,1.25,4.5,4.5,1.25,1.9166666666666667,4.875,1.9166666666666667,1.25,1.9166666666666667,4.5,1.6,3.083333333333333,4.7,4.5,1.9166666666666667,1.4166666666666665,3.0,4.833333333333334,1.25,,1.0,2.4
